Edad	Dm	thinning	varname	zone	cal
1	0.000212851956353796	M8	Dm	0	11
2	0.0589991775632258	M8	Dm	0	11
3	0.434744299561073	M8	Dm	0	11
4	1.22689697959588	M8	Dm	0	11
5	2.3266231924007	M8	Dm	0	11
6	3.5980559411258	M8	Dm	0	11
7	4.94024730670136	M8	Dm	0	11
8	6.28907220473662	M8	Dm	0	11
9	7.60688868722298	M8	Dm	0	11
10	8.87309701925445	M8	Dm	0	11
11	10.077579365952	M8	Dm	0	11
12	11.216504932844	M8	Dm	0	11
13	12.2897290334281	M8	Dm	0	11
14	13.2991999385803	M8	Dm	0	11
15	14.2479888655713	M8	Dm	0	11
16	15.1397028786507	M8	Dm	0	11
17	15.9781331183788	M8	Dm	0	11
18	16.7670479490733	M8	Dm	0	11
19	17.5100754670823	M8	Dm	0	11
20	18.2106410468478	M8	Dm	0	11
21	18.8719385995245	M8	Dm	0	11
22	19.4969222308391	M8	Dm	0	11
23	20.0883099614572	M8	Dm	0	11
24	20.6485942872694	M8	Dm	0	11
25	21.1800563184576	M8	Dm	0	11
26	21.6847814780178	M8	Dm	0	11
27	22.1646755292756	M8	Dm	0	11
28	22.6214802035857	M8	Dm	0	11
29	23.0567880177994	M8	Dm	0	11
30	23.4720560719821	M8	Dm	0	11
31	23.8686187431511	M8	Dm	0	11
32	24.2476992674092	M8	Dm	0	11
33	24.6104202480938	M8	Dm	0	11
34	24.9578131527435	M8	Dm	0	11
35	25.2908268740868	M8	Dm	0	11
35	0	M8	Dm	0	11
