Edad	Area_basimetrica_m2_ha	thinning	varname	zone	cal
1	4.85279382699152e-05	M8	AB	0	21
2	0.0593354930497806	M8	AB	0	21
3	0.736601975328929	M8	AB	0	21
4	2.72348843528538	M8	AB	0	21
5	6.10020775020408	M8	AB	0	21
6	10.5669138257488	M8	AB	0	21
7	15.756918965219	M8	AB	0	21
8	21.3612832055169	M8	AB	0	21
9	27.1520310887576	M8	AB	0	21
10	32.9715615470483	M8	AB	0	21
11	38.715462958194	M8	AB	0	21
12	44.3172161847372	M8	AB	0	21
13	49.73651512946	M8	AB	0	21
14	54.9508792410095	M8	AB	0	21
15	59.9497956412718	M8	AB	0	21
16	64.730681663421	M8	AB	0	21
17	69.2961198742086	M8	AB	0	21
18	73.6519711693591	M8	AB	0	21
19	77.8060907677083	M8	AB	0	21
20	81.7674577445412	M8	AB	0	21
21	85.5455884539821	M8	AB	0	21
22	89.150145112974	M8	AB	0	21
23	92.5906787067266	M8	AB	0	21
24	95.8764643674898	M8	AB	0	21
25	99.0164003402865	M8	AB	0	21
26	102.018950527956	M8	AB	0	21
27	104.892116716456	M8	AB	0	21
28	107.643430803768	M8	AB	0	21
29	110.279960287691	M8	AB	0	21
30	112.808322312436	M8	AB	0	21
31	115.234703005172	M8	AB	0	21
32	117.564879838694	M8	AB	0	21
33	119.804245463772	M8	AB	0	21
34	121.957831953348	M8	AB	0	21
35	124.030334752252	M8	AB	0	21
35	0	M8	AB	0	21
