Edad	Area_basimetrica_m2_ha	thinning	varname	zone	cal
1	1.03874838313063e-07	M8	AB	1	11
2	0.00177707805432018	M8	AB	1	11
3	0.0561872055023922	M8	AB	1	11
4	0.337525003575796	M8	AB	1	11
5	1.01978917845181	M8	AB	1	11
6	2.16607103156357	M8	AB	1	11
7	3.74627545112001	M8	AB	1	11
8	5.68598929807925	M8	AB	1	11
9	7.90034445088723	M8	AB	1	11
10	10.3106333040527	M8	AB	1	11
11	12.8503934366149	M8	AB	1	11
12	15.4663115800697	M8	AB	1	11
13	18.1169689606185	M8	AB	1	11
14	20.7709115824766	M8	AB	1	11
15	23.4047012848031	M8	AB	1	11
16	26.0011980275504	M8	AB	1	11
17	28.5481386809715	M8	AB	1	11
18	31.03700006063	M8	AB	1	11
19	33.4621066022708	M8	AB	1	11
20	35.8199378495185	M8	AB	1	11
21	38.1085945716527	M8	AB	1	11
22	40.3273888000054	M8	AB	1	11
23	42.4765297770202	M8	AB	1	11
24	44.556883762633	M8	AB	1	11
25	46.5697905677583	M8	AB	1	11
26	48.5169236138811	M8	AB	1	11
27	50.4001833879099	M8	AB	1	11
28	52.2216165317834	M8	AB	1	11
29	53.9833546240222	M8	AB	1	11
30	55.6875680994968	M8	AB	1	11
31	57.3364318137829	M8	AB	1	11
32	58.9320995675539	M8	AB	1	11
33	60.4766855245542	M8	AB	1	11
34	61.9722509296369	M8	AB	1	11
35	63.4207948959545	M8	AB	1	11
35	0	M8	AB	1	11
