Edad	Dq	thinning	varname	zone	cal
1	0.0944056763162777	M8	Dq	1	21
2	1.62180832603249	M8	Dq	1	21
3	4.44214247906491	M8	Dq	1	21
4	7.49484838208294	M8	Dq	1	21
5	10.3480541562389	M8	Dq	1	21
6	12.8915666740202	M8	Dq	1	21
7	15.1258231664432	M8	Dq	1	21
8	17.0838020102946	M8	Dq	1	21
9	18.8042910288749	M8	Dq	1	21
10	20.3232807876279	M8	Dq	1	21
11	21.6717223395304	M8	Dq	1	21
12	22.8754691059976	M8	Dq	1	21
13	23.9558913589444	M8	Dq	1	21
14	24.9306192835439	M8	Dq	1	21
15	25.8142301086731	M8	Dq	1	21
16	26.6188290500479	M8	Dq	1	21
17	27.354522331783	M8	Dq	1	21
18	28.0297960965363	M8	Dq	1	21
19	28.6518180905472	M8	Dq	1	21
20	29.2266776977228	M8	Dq	1	21
21	29.7595773567915	M8	Dq	1	21
22	30.254985810232	M8	Dq	1	21
23	30.7167613918405	M8	Dq	1	21
24	31.1482517396634	M8	Dq	1	21
25	31.552374888923	M8	Dq	1	21
26	31.9316855899445	M8	Dq	1	21
27	32.2884298422871	M8	Dq	1	21
28	32.6245899806913	M8	Dq	1	21
29	32.9419221446856	M8	Dq	1	21
30	33.2419875756037	M8	Dq	1	21
31	33.5261788847099	M8	Dq	1	21
32	33.795742203143	M8	Dq	1	21
33	34.0517959426269	M8	Dq	1	21
34	34.2953467534075	M8	Dq	1	21
35	34.5273031536079	M8	Dq	1	21
35	0	M8	Dq	1	21
