Edad	Dm	thinning	varname	zone	cal
1	0.0970793594120033	M8	Dm	0	26
2	1.75094766786331	M8	Dm	0	26
3	4.87182817769126	M8	Dm	0	26
4	8.28044752545668	M8	Dm	0	26
5	11.4794326334802	M8	Dm	0	26
6	14.3365402732859	M8	Dm	0	26
7	16.8478772716679	M8	Dm	0	26
8	19.0483893879216	M8	Dm	0	26
9	20.9807241869118	M8	Dm	0	26
10	22.6849841343633	M8	Dm	0	26
11	24.1959108622881	M8	Dm	0	26
12	25.5426655948713	M8	Dm	0	26
13	26.749438072783	M8	Dm	0	26
14	27.8362381134258	M8	Dm	0	26
15	28.8196448352128	M8	Dm	0	26
16	29.713447813484	M8	Dm	0	26
17	30.5291732165853	M8	Dm	0	26
18	31.2765076691099	M8	Dm	0	26
19	31.9636372499835	M8	Dm	0	26
20	32.5975182262143	M8	Dm	0	26
21	33.1840936479634	M8	Dm	0	26
22	33.7284672452515	M8	Dm	0	26
23	34.2350436768751	M8	Dm	0	26
24	34.7076422138605	M8	Dm	0	26
25	35.1495893766052	M8	Dm	0	26
26	35.5637948254564	M8	Dm	0	26
27	35.9528138612177	M8	Dm	0	26
28	36.3188991646224	M8	Dm	0	26
29	36.664043842696	M8	Dm	0	26
30	36.990017416195	M8	Dm	0	26
31	37.2983960459265	M8	Dm	0	26
32	37.5905880337943	M8	Dm	0	26
33	37.8678554295069	M8	Dm	0	26
34	38.1313324128246	M8	Dm	0	26
35	38.3820409940184	M8	Dm	0	26
35	0	M8	Dm	0	26
