Edad	Dm	thinning	varname	zone	cal
1	0.00101776651628632	M8	Dm	1	11
2	0.131876218088663	M8	Dm	1	11
3	0.739709488152342	M8	Dm	1	11
4	1.81169504200141	M8	Dm	1	11
5	3.14842166798929	M8	Dm	1	11
6	4.58821481316581	M8	Dm	1	11
7	6.03381697699773	M8	Dm	1	11
8	7.43324694306803	M8	Dm	1	11
9	8.76142455821947	M8	Dm	1	11
10	10.0083449848928	M8	Dm	1	11
11	11.172177975482	M8	Dm	1	11
12	12.2553641130855	M8	Dm	1	11
13	13.2624313677677	M8	Dm	1	11
14	14.1987837796646	M8	Dm	1	11
15	15.0700387420519	M8	Dm	1	11
16	15.8816746416735	M8	Dm	1	11
17	16.6388542791175	M8	Dm	1	11
18	17.3463474789047	M8	Dm	1	11
19	18.0085089787066	M8	Dm	1	11
20	18.6292862925551	M8	Dm	1	11
21	19.2122429457683	M8	Dm	1	11
22	19.7605886928106	M8	Dm	1	11
23	20.2772119618438	M8	Dm	1	11
24	20.7647119018088	M8	Dm	1	11
25	21.2254286591192	M8	Dm	1	11
26	21.6614712411554	M8	Dm	1	11
27	22.0747427438481	M8	Dm	1	11
28	22.4669629559153	M8	Dm	1	11
29	22.8396884775524	M8	Dm	1	11
30	23.1943305515552	M8	Dm	1	11
31	23.5321708271316	M8	Dm	1	11
32	23.8543752774242	M8	Dm	1	11
33	24.1620064809138	M8	Dm	1	11
34	24.4560344603069	M8	Dm	1	11
35	24.7373462537104	M8	Dm	1	11
35	0	M8	Dm	1	11
