Edad	Area_basimetrica_m2_ha	thinning	varname	zone	cal
1	4.91310336574817e-09	M8	AB	0	11
2	0.000373299910914116	M8	AB	0	11
3	0.0200178250697039	M8	AB	0	11
4	0.158193938132038	M8	AB	0	11
5	0.566038437029012	M8	AB	0	11
6	1.34912026598192	M8	AB	0	11
7	2.53729391705867	M8	AB	0	11
8	4.10482140089226	M8	AB	0	11
9	5.99767501543377	M8	AB	0	11
10	8.15286646805355	M8	AB	0	11
11	10.5091854532572	M8	AB	0	11
12	13.0121198676134	M8	AB	0	11
13	15.6154658309119	M8	AB	0	11
14	18.2812608301722	M8	AB	0	11
15	20.9789739713237	M8	AB	0	11
16	23.6844465445503	M8	AB	0	11
17	26.37882449861	M8	AB	0	11
18	29.0475888937029	M8	AB	0	11
19	31.6797208476268	M8	AB	0	11
20	34.2670038205911	M8	AB	0	11
21	36.8034512954021	M8	AB	0	11
22	39.2848427084094	M8	AB	0	11
23	41.7083499133166	M8	AB	0	11
24	44.0722379282185	M8	AB	0	11
25	46.3756259164398	M8	AB	0	11
26	48.6182966509081	M8	AB	0	11
27	50.8005448290068	M8	AB	0	11
28	52.9230564376882	M8	AB	0	11
29	54.9868129011132	M8	AB	0	11
30	56.9930149979512	M8	AB	0	11
31	58.9430225497072	M8	AB	0	11
32	60.8383066945614	M8	AB	0	11
33	62.6804122098163	M8	AB	0	11
34	64.470927861987	M8	AB	0	11
35	66.2114631733596	M8	AB	0	11
35	0	M8	AB	0	11
