Edad	Dq	thinning	varname	zone	cal
1	3.8604279860325e-05	M8	Dq	1	7
2	0.0221275546373503	M8	Dq	1	7
3	0.210024405171077	M8	Dq	1	7
4	0.675523538770543	M8	Dq	1	7
5	1.38846754916026	M8	Dq	1	7
6	2.26835288009827	M8	Dq	1	7
7	3.24146173889022	M8	Dq	1	7
8	4.25414895256685	M8	Dq	1	7
9	5.2709081998939	M8	Dq	1	7
10	6.26952432868556	M8	Dq	1	7
11	7.23680076802364	M8	Dq	1	7
12	8.16544923714703	M8	Dq	1	7
13	9.05197524027882	M8	Dq	1	7
14	9.89528078309819	M8	Dq	1	7
15	10.6957523321492	M8	Dq	1	7
16	11.4546689137071	M8	Dq	1	7
17	12.1738194528038	M8	Dq	1	7
18	12.8552565661584	M8	Dq	1	7
19	13.5011394186517	M8	Dq	1	7
20	14.1136348124492	M8	Dq	1	7
21	14.6948563972961	M8	Dq	1	7
22	15.2468288282802	M8	Dq	1	7
23	15.7714682029984	M8	Dq	1	7
24	16.2705730513733	M8	Dq	1	7
25	16.7458220827737	M8	Dq	1	7
26	17.1987761708608	M8	Dq	1	7
27	17.6308829039539	M8	Dq	1	7
28	18.0434825942627	M8	Dq	1	7
29	18.4378150182571	M8	Dq	1	7
30	18.8150264150094	M8	Dq	1	7
31	19.1761764405587	M8	Dq	1	7
32	19.5222448914204	M8	Dq	1	7
33	19.8541380874655	M8	Dq	1	7
34	20.1726948557362	M8	Dq	1	7
35	20.4786920905853	M8	Dq	1	7
35	0	M8	Dq	1	7
