Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M8	VC	0	7
2	0	0	M8	VC	0	7
3	0	0	M8	VC	0	7
4	0	0	M8	VC	0	7
5	0	0	M8	VC	0	7
6	0	0	M8	VC	0	7
7	0	0	M8	VC	0	7
8	0	0.00320791023953622	M8	VC	0	7
9	0	0.227729707199877	M8	VC	0	7
10	0	2.16580775112737	M8	VC	0	7
11	0	2.98225000623639	M8	VC	0	7
12	0	3.83249368959487	M8	VC	0	7
13	0	5.69357298874068	M8	VC	0	7
14	0	9.93465532279952	M8	VC	0	7
15	0	14.910746187046	M8	VC	0	7
16	0	19.3277985467957	M8	VC	0	7
17	0	23.3400504455295	M8	VC	0	7
18	0	29.4285244018749	M8	VC	0	7
19	0.0408090452705885	37.1207812801146	M8	VC	0	7
20	0.195689821924276	45.2866137769261	M8	VC	0	7
21	0.571158643625352	53.4099988725365	M8	VC	0	7
22	1.23072171411633	61.0864283436303	M8	VC	0	7
23	2.30898856168323	68.4838208154893	M8	VC	0	7
24	3.73404123696691	77.0874576834548	M8	VC	0	7
25	5.53410092657969	86.0790298066176	M8	VC	0	7
26	8.01218030310334	95.1778692990417	M8	VC	0	7
27	10.8612217664496	104.094713249221	M8	VC	0	7
28	14.2612072753445	112.756596435008	M8	VC	0	7
29	18.1435355815494	121.177476787822	M8	VC	0	7
30	22.6660531001149	129.474546303307	M8	VC	0	7
31	27.4980003822758	137.519196671053	M8	VC	0	7
32	32.8126058523916	146.471289736299	M8	VC	0	7
33	38.8846358404363	156.459046489535	M8	VC	0	7
34	45.1890057985892	166.272636476289	M8	VC	0	7
35	52.176553458652	176.658292116605	M8	VC	0	7
35	0	0	M8	VC	0	7
