Edad	Area_basimetrica_m2_ha	thinning	varname	zone	cal
1	6.1659087000636e-12	M8	AB	0	7
2	9.4639129532749e-06	M8	AB	0	7
3	0.00147216570909113	M8	AB	0	7
4	0.0202229335783756	M8	AB	0	7
5	0.101760381788777	M8	AB	0	7
6	0.30596308892914	M8	AB	0	7
7	0.681330188207609	M8	AB	0	7
8	1.25359976294812	M8	AB	0	7
9	2.02719016411616	M8	AB	0	7
10	2.99144529647531	M8	AB	0	7
11	4.12694916450296	M8	AB	0	7
12	5.41031302301527	M8	AB	0	7
13	6.81731901542101	M8	AB	0	7
14	8.32477459206244	M8	AB	0	7
15	9.91148154479283	M8	AB	0	7
16	11.5586435790025	M8	AB	0	7
17	13.2499399762501	M8	AB	0	7
18	14.9714142653347	M8	AB	0	7
19	16.7112708176775	M8	AB	0	7
20	18.4596350212335	M8	AB	0	7
21	20.2083088973842	M8	AB	0	7
22	21.9505392869338	M8	AB	0	7
23	23.6808068441592	M8	AB	0	7
24	25.3946388783116	M8	AB	0	7
25	27.0884461613193	M8	AB	0	7
26	28.7593822825689	M8	AB	0	7
27	30.405223415459	M8	AB	0	7
28	32.0242661192586	M8	AB	0	7
29	33.6152408220642	M8	AB	0	7
30	35.1772387891228	M8	AB	0	7
31	36.709650600399	M8	AB	0	7
32	38.2121143989973	M8	AB	0	7
33	39.6844724042591	M8	AB	0	7
34	41.1267343980998	M8	AB	0	7
35	42.5390470852573	M8	AB	0	7
35	0	M8	AB	0	7
