Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M8	VC	0	21
2	0	0	M8	VC	0	21
3	0	0	M8	VC	0	21
4	0	0	M8	VC	0	21
5	0	4.70123988949909	M8	VC	0	21
6	0	24.0885855850397	M8	VC	0	21
7	0	35.8974858119865	M8	VC	0	21
8	0	70.6099914016762	M8	VC	0	21
9	1.28554771792901	104.815617594267	M8	VC	0	21
10	11.933954273691	142.373921583384	M8	VC	0	21
11	29.1680462700618	184.393713818227	M8	VC	0	21
12	57.7890749647933	223.975518817414	M8	VC	0	21
13	101.602084213715	280.534787612936	M8	VC	0	21
14	149.680706293525	336.345279210986	M8	VC	0	21
15	198.448126559115	388.993491719496	M8	VC	0	21
16	252.729067453373	448.637465779767	M8	VC	0	21
17	307.606307888384	506.839941380688	M8	VC	0	21
18	362.263116835571	563.090336268293	M8	VC	0	21
19	415.487324372594	616.689767315876	M8	VC	0	21
20	473.768731399919	676.565173364273	M8	VC	0	21
21	532.847627181834	737.195182800957	M8	VC	0	21
22	591.309690768666	796.732576030584	M8	VC	0	21
23	648.09430533812	854.31437036611	M8	VC	0	21
24	705.329289009912	911.879327168873	M8	VC	0	21
25	758.584210211057	965.412392344246	M8	VC	0	21
26	812.602355485908	1019.89311577903	M8	VC	0	21
27	867.540757359515	1075.28683303268	M8	VC	0	21
28	920.796751547439	1128.71866477087	M8	VC	0	21
29	973.727122303787	1181.7198894484	M8	VC	0	21
30	1022.3160674962	1230.53101315224	M8	VC	0	21
31	1070.05656661947	1278.21453991393	M8	VC	0	21
32	1116.48601766564	1324.60863845834	M8	VC	0	21
33	1164.45488875851	1372.20212309945	M8	VC	0	21
34	1206.95809115666	1414.6905388524	M8	VC	0	21
35	1250.33508799992	1458.08531485829	M8	VC	0	21
35	0	0	M8	VC	0	21
