Edad	Area_basimetrica_m2_ha	thinning	varname	zone	cal
1	1.4630892019658e-10	M8	AB	1	7
2	4.80691826857653e-05	M8	AB	1	7
3	0.00433051374247095	M8	AB	1	7
4	0.0448002943868661	M8	AB	1	7
5	0.189265459025631	M8	AB	1	7
6	0.505150897363187	M8	AB	1	7
7	1.03152959788045	M8	AB	1	7
8	1.77674572171629	M8	AB	1	7
9	2.72753793331635	M8	AB	1	7
10	3.85894934995874	M8	AB	1	7
11	5.14153891667739	M8	AB	1	7
12	6.54575974333776	M8	AB	1	7
13	8.044269447316	M8	AB	1	7
14	9.6129379366629	M8	AB	1	7
15	11.2311071415935	M8	AB	1	7
16	12.8814566419569	M8	AB	1	7
17	14.5496855523258	M8	AB	1	7
18	16.224129040083	M8	AB	1	7
19	17.8953723157988	M8	AB	1	7
20	19.5558927268288	M8	AB	1	7
21	21.1997425612152	M8	AB	1	7
22	22.822275497973	M8	AB	1	7
23	24.4199147665028	M8	AB	1	7
24	25.9899588921363	M8	AB	1	7
25	27.5304201777523	M8	AB	1	7
26	29.0398910988993	M8	AB	1	7
27	30.5174341759067	M8	AB	1	7
28	31.9624914137014	M8	AB	1	7
29	33.3748099535914	M8	AB	1	7
30	34.7543811042185	M8	AB	1	7
31	36.1013903864341	M8	AB	1	7
32	37.4161766315409	M8	AB	1	7
33	38.6991985155217	M8	AB	1	7
34	39.951007199051	M8	AB	1	7
35	41.1722239812531	M8	AB	1	7
35	0	M8	AB	1	7
