Edad	Dm	thinning	varname	zone	cal
1	0.0222219742995121	M8	Dm	0	21
2	0.774715167934628	M8	Dm	0	21
3	2.7218592132933	M8	Dm	0	21
4	5.22266873539111	M8	Dm	0	21
5	7.80376720549846	M8	Dm	0	21
6	10.257667111792	M8	Dm	0	21
7	12.5124658052556	M8	Dm	0	21
8	14.5550635964598	M8	Dm	0	21
9	16.3959739379333	M8	Dm	0	21
10	18.0539676299681	M8	Dm	0	21
11	19.5495165501143	M8	Dm	0	21
12	20.9021159342141	M8	Dm	0	21
13	22.1293194852708	M8	Dm	0	21
14	23.2465229475098	M8	Dm	0	21
15	24.267061023024	M8	Dm	0	21
16	25.2024203803411	M8	Dm	0	21
17	26.0624804473716	M8	Dm	0	21
18	26.8557441948718	M8	Dm	0	21
19	27.5895445734461	M8	Dm	0	21
20	28.270222988611	M8	Dm	0	21
21	28.9032808728884	M8	Dm	0	21
22	29.4935072229685	M8	Dm	0	21
23	30.0450854465751	M8	Dm	0	21
24	30.5616827501987	M8	Dm	0	21
25	31.0465249530765	M8	Dm	0	21
26	31.5024592034791	M8	Dm	0	21
27	31.9320066762261	M8	Dm	0	21
28	32.3374069756936	M8	Dm	0	21
29	32.7206556649187	M8	Dm	0	21
30	33.0835360874696	M8	Dm	0	21
31	33.4276464392351	M8	Dm	0	21
32	33.7544228757385	M8	Dm	0	21
33	34.0651593006821	M8	Dm	0	21
34	34.3610243675357	M8	Dm	0	21
35	34.6430761332632	M8	Dm	0	21
35	0	M8	Dm	0	21
