Edad	Dm	thinning	varname	zone	cal
1	0.0943947369139273	MG2	Dm	1	21
2	1.61908697976984	MG2	Dm	1	21
3	4.42470157746431	MG2	Dm	1	21
4	7.45000436971809	MG2	Dm	1	21
5	10.2680190564883	MG2	Dm	1	21
6	12.7725893423884	MG2	Dm	1	21
7	14.9665721222197	MG2	Dm	1	21
8	16.8842768066906	MG2	Dm	1	21
9	18.5652028290438	MG2	Dm	1	21
10	20.045714035684	MG2	Dm	1	21
11	21.3569502779404	MG2	Dm	1	21
12	22.5248518081468	MG2	Dm	1	21
13	23.5708182219656	MG2	Dm	1	21
14	24.5124758615673	MG2	Dm	1	21
15	25.3643785805532	MG2	Dm	1	21
16	26.1385965462692	MG2	Dm	1	21
17	26.8451939468206	MG2	Dm	1	21
17	28.4212782453867	MG2	Dm	1	21
18	29.1676559315288	MG2	Dm	1	21
19	29.8555403568274	MG2	Dm	1	21
20	30.491534397315	MG2	Dm	1	21
21	31.0813006540045	MG2	Dm	1	21
22	31.6297185812237	MG2	Dm	1	21
23	32.1410122940396	MG2	Dm	1	21
24	32.6188549026216	MG2	Dm	1	21
25	33.0664540405104	MG2	Dm	1	21
25	38.5910482920391	MG2	Dm	1	21
26	39.3104186203269	MG2	Dm	1	21
27	39.9911340002192	MG2	Dm	1	21
28	40.6362298126647	MG2	Dm	1	21
29	41.2484376028793	MG2	Dm	1	21
30	41.830220884057	MG2	Dm	1	21
31	42.3838062677013	MG2	Dm	1	21
32	42.9112105529126	MG2	Dm	1	21
33	43.4142643284138	MG2	Dm	1	21
34	43.8946325677412	MG2	Dm	1	21
35	44.3538326318651	MG2	Dm	1	21
35	0	MG2	Dm	1	21
