Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	MG2	VC	0	7
2	0	0	MG2	VC	0	7
3	0	0	MG2	VC	0	7
4	0	0	MG2	VC	0	7
5	0	0	MG2	VC	0	7
6	0	0	MG2	VC	0	7
7	0	0	MG2	VC	0	7
8	0	0.00320791023953622	MG2	VC	0	7
9	0	0.227729707199877	MG2	VC	0	7
10	0	2.16580775112737	MG2	VC	0	7
11	0	2.98225000623639	MG2	VC	0	7
12	0	3.83249368959487	MG2	VC	0	7
13	0	5.69357298874068	MG2	VC	0	7
14	0	9.93465532279952	MG2	VC	0	7
15	0	14.910746187046	MG2	VC	0	7
16	0	19.3277985467957	MG2	VC	0	7
17	0	23.3400504455295	MG2	VC	0	7
17	0	22.4719383549566	MG2	VC	0	7
18	0.0189162642037012	27.1471108552123	MG2	VC	0	7
19	0.121942251190772	34.2704337115701	MG2	VC	0	7
20	0.409255850542448	41.4197640160791	MG2	VC	0	7
21	1.00966617433134	48.2850473526123	MG2	VC	0	7
22	1.89357513977588	54.8124860235213	MG2	VC	0	7
23	3.38461155193692	62.2233116495438	MG2	VC	0	7
24	5.21050232182275	70.1872809413355	MG2	VC	0	7
25	7.71129459975009	78.2699065541951	MG2	VC	0	7
25	7.71129459975009	49.4847976302708	MG2	VC	0	7
26	15.5201943390636	53.2272147190201	MG2	VC	0	7
27	20.0958732373089	58.670895422565	MG2	VC	0	7
28	25.1348054764279	64.8215974817147	MG2	VC	0	7
29	30.3573273702783	71.0338470520683	MG2	VC	0	7
30	36.1724963996459	77.4564584718026	MG2	VC	0	7
31	42.3447498580868	83.9019727483268	MG2	VC	0	7
32	48.1278959680747	89.984228240194	MG2	VC	0	7
33	54.3395281804861	96.2398152352571	MG2	VC	0	7
34	60.8988713725655	102.920247501844	MG2	VC	0	7
35	67.4552109594814	109.484486723484	MG2	VC	0	7
35	0	0	MG2	VC	0	7
