Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	MG2	VC	0	16
2	0	0	MG2	VC	0	16
3	0	0	MG2	VC	0	16
4	0	0	MG2	VC	0	16
5	0	0	MG2	VC	0	16
6	0	4.09950997518364	MG2	VC	0	16
7	0	5.44802311918836	MG2	VC	0	16
8	0	22.6491929729962	MG2	VC	0	16
9	0	32.3313585920862	MG2	VC	0	16
10	0	50.139755369369	MG2	VC	0	16
11	0.240840698157582	78.0626402735864	MG2	VC	0	16
12	2.75379453336763	99.2324923968198	MG2	VC	0	16
13	9.35442612608566	127.001581626691	MG2	VC	0	16
14	19.4258890314779	155.791031607951	MG2	VC	0	16
15	34.0328393192061	182.032155983412	MG2	VC	0	16
16	54.8134998696247	212.279212426089	MG2	VC	0	16
17	80.8365717742391	248.407772680743	MG2	VC	0	16
17	80.8365717742391	224.774071770242	MG2	VC	0	16
18	118.893848981583	256.10996831671	MG2	VC	0	16
19	147.652383316854	287.246043822947	MG2	VC	0	16
20	179.699625044641	322.125227394851	MG2	VC	0	16
21	212.273053617526	356.706746004944	MG2	VC	0	16
22	245.122098958493	390.447621356536	MG2	VC	0	16
23	277.144322239806	422.845291474513	MG2	VC	0	16
24	309.595749627033	455.025375284231	MG2	VC	0	16
25	343.999133207481	490.004000488835	MG2	VC	0	16
25	249.144930416338	301.820649504495	MG2	VC	0	16
26	268.977057227247	322.384603642911	MG2	VC	0	16
27	293.852966908247	346.382134561765	MG2	VC	0	16
28	319.908455632742	371.758816933629	MG2	VC	0	16
29	345.301198446639	396.500505788411	MG2	VC	0	16
30	370.220689064015	420.685030070188	MG2	VC	0	16
31	395.332770596954	445.091755403877	MG2	VC	0	16
32	418.51000973562	467.742314316611	MG2	VC	0	16
33	442.87887050333	491.447819327748	MG2	VC	0	16
34	466.990217856517	515.058831002668	MG2	VC	0	16
35	490.489850550669	538.209943385379	MG2	VC	0	16
35	0	0	MG2	VC	0	16
