Edad	Dm	thinning	varname	zone	cal
1	2.7771755820552e-05	MG2	Dm	1	7
2	0.0194777497497687	MG2	Dm	1	7
3	0.193380413543379	MG2	Dm	1	7
4	0.633650174796106	MG2	Dm	1	7
5	1.3153863618207	MG2	Dm	1	7
6	2.16210024895463	MG2	Dm	1	7
7	3.1022813795522	MG2	Dm	1	7
8	4.08333536274124	MG2	Dm	1	7
9	5.0701807337499	MG2	Dm	1	7
10	6.04071019108496	MG2	Dm	1	7
11	6.98168278164965	MG2	Dm	1	7
12	7.88569877374674	MG2	Dm	1	7
13	8.74912831221194	MG2	Dm	1	7
14	9.57073541475849	MG2	Dm	1	7
15	10.3507758629603	MG2	Dm	1	7
16	11.0904093859151	MG2	Dm	1	7
17	11.7913181221309	MG2	Dm	1	7
17	12.4010818915696	MG2	Dm	1	7
18	13.1315205611213	MG2	Dm	1	7
19	13.8254119031208	MG2	Dm	1	7
20	14.484749300308	MG2	Dm	1	7
21	15.1115337197166	MG2	Dm	1	7
22	15.7077223653225	MG2	Dm	1	7
23	16.2751974211593	MG2	Dm	1	7
24	16.815748216249	MG2	Dm	1	7
25	17.3310623072712	MG2	Dm	1	7
25	20.1760966667974	MG2	Dm	1	7
26	20.877701149622	MG2	Dm	1	7
27	21.5516991243817	MG2	Dm	1	7
28	22.1994567562478	MG2	Dm	1	7
29	22.8222889586638	MG2	Dm	1	7
30	23.4214538301809	MG2	Dm	1	7
31	23.9981497791477	MG2	Dm	1	7
32	24.5535145592854	MG2	Dm	1	7
33	25.0886256469099	MG2	Dm	1	7
34	25.6045015428057	MG2	Dm	1	7
35	26.1021036936495	MG2	Dm	1	7
35	0	MG2	Dm	1	7
