Edad	Altura.dominante	thinning	varname	zone	cal
1	0.20865528865751	MG2	Hdom	1	11
2	0.576783951504083	MG2	Hdom	1	11
3	1.03611030725251	MG2	Hdom	1	11
4	1.55825926543284	MG2	Hdom	1	11
5	2.12479841202082	MG2	Hdom	1	11
6	2.72220238746811	MG2	Hdom	1	11
7	3.34001143185291	MG2	Hdom	1	11
8	3.96993671918778	MG2	Hdom	1	11
9	4.6053405152391	MG2	Hdom	1	11
10	5.24089363754607	MG2	Hdom	1	11
11	5.8723287561778	MG2	Hdom	1	11
12	6.49625157220189	MG2	Hdom	1	11
13	7.10999039954564	MG2	Hdom	1	11
14	7.71147327564471	MG2	Hdom	1	11
15	8.29912601580825	MG2	Hdom	1	11
16	8.87178689818699	MG2	Hdom	1	11
17	9.42863494139294	MG2	Hdom	1	11
17	9.42863494139294	MG2	Hdom	1	11
18	9.96912949782812	MG2	Hdom	1	11
19	10.492959371336	MG2	Hdom	1	11
20	11	MG2	Hdom	1	11
21	11.490277487887	MG2	Hdom	1	11
22	11.9639384576649	MG2	Hdom	1	11
23	12.4212248481812	MG2	Hdom	1	11
24	12.8624529078877	MG2	Hdom	1	11
25	13.2879957426723	MG2	Hdom	1	11
25	13.2879957426723	MG2	Hdom	1	11
26	13.6982688690499	MG2	Hdom	1	11
27	14.0937183033388	MG2	Hdom	1	11
28	14.4748107862646	MG2	Hdom	1	11
29	14.8420258018297	MG2	Hdom	1	11
30	15.1958491004653	MG2	Hdom	1	11
31	15.5367674804892	MG2	Hdom	1	11
32	15.865264619618	MG2	Hdom	1	11
33	16.1818177805651	MG2	Hdom	1	11
34	16.4868952422881	MG2	Hdom	1	11
35	16.7809543319003	MG2	Hdom	1	11
35	0	MG2	Hdom	1	11
