Edad	Area_basimetrica_m2_ha	thinning	varname	zone	cal
1	0.000925447446604835	MG2	AB	0	26
2	0.301927399947389	MG2	AB	0	26
3	2.34702979279696	MG2	AB	0	26
4	6.80565127780418	MG2	AB	0	26
5	13.1220399559674	MG2	AB	0	26
6	20.5239509073528	MG2	AB	0	26
7	28.4141860849131	MG2	AB	0	26
8	36.4024283725377	MG2	AB	0	26
9	44.2531973950377	MG2	AB	0	26
10	51.8331940748699	MG2	AB	0	26
11	59.0732647242898	MG2	AB	0	26
12	65.943493830275	MG2	AB	0	26
13	72.4374788599167	MG2	AB	0	26
14	78.5625450476788	MG2	AB	0	26
15	84.3336958534449	MG2	AB	0	26
16	89.7698915333269	MG2	AB	0	26
17	94.8917769185911	MG2	AB	0	26
17	85.3115193045576	MG2	AB	0	26
18	89.9961241760124	MG2	AB	0	26
19	94.4320617535654	MG2	AB	0	26
20	98.6350626489113	MG2	AB	0	26
21	102.620336171011	MG2	AB	0	26
22	106.402354215289	MG2	AB	0	26
23	109.994740993061	MG2	AB	0	26
24	113.410230435494	MG2	AB	0	26
25	116.66066617368	MG2	AB	0	26
25	70.2570073085553	MG2	AB	0	26
26	72.9529004607617	MG2	AB	0	26
27	75.5520563107917	MG2	AB	0	26
28	78.0584307740816	MG2	AB	0	26
29	80.475953462943	MG2	AB	0	26
30	82.8084828400896	MG2	AB	0	26
31	85.0597750162317	MG2	AB	0	26
32	87.2334627566148	MG2	AB	0	26
33	89.3330421061203	MG2	AB	0	26
34	91.3618646763496	MG2	AB	0	26
35	93.3231341149767	MG2	AB	0	26
35	0	MG2	AB	0	26
