Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	MG2	VC	1	21
2	0	0	MG2	VC	1	21
3	0	0	MG2	VC	1	21
4	0	3.90808822331808	MG2	VC	1	21
5	0	23.2895002840667	MG2	VC	1	21
6	0	34.1856735227686	MG2	VC	1	21
7	0	75.6210502430116	MG2	VC	1	21
8	1.34020629282164	106.296517636991	MG2	VC	1	21
9	14.2919669693077	146.622314617422	MG2	VC	1	21
10	31.8644427235753	187.176634532115	MG2	VC	1	21
11	63.1323281577357	227.473198910658	MG2	VC	1	21
12	108.280044287642	283.923855712059	MG2	VC	1	21
13	154.332832495667	336.247800314669	MG2	VC	1	21
14	199.637859226623	384.103468292107	MG2	VC	1	21
15	249.43510337895	438.974860869244	MG2	VC	1	21
16	298.73404240287	491.33855994876	MG2	VC	1	21
17	345.666661986239	539.620308131268	MG2	VC	1	21
17	337.961753570693	488.090429710478	MG2	VC	1	21
18	380.363195365516	524.413403081037	MG2	VC	1	21
19	428.720086470372	573.249082840025	MG2	VC	1	21
20	475.989379848393	620.697018041166	MG2	VC	1	21
21	521.083526431061	665.553666969412	MG2	VC	1	21
22	563.252456551197	707.287492963391	MG2	VC	1	21
23	604.334623966874	747.5297616326	MG2	VC	1	21
24	646.365263957853	789.710451209084	MG2	VC	1	21
25	688.947032217352	832.090754596388	MG2	VC	1	21
25	472.957417564265	519.963861069662	MG2	VC	1	21
26	485.297817249459	534.150883079713	MG2	VC	1	21
27	516.717482609344	564.96008813512	MG2	VC	1	21
28	544.440368715848	592.263630795111	MG2	VC	1	21
29	575.55868642311	622.734739514531	MG2	VC	1	21
30	600.650994889433	647.461092719288	MG2	VC	1	21
31	628.220895052493	674.699833179165	MG2	VC	1	21
32	656.753724314221	702.523478397885	MG2	VC	1	21
33	679.568989506013	725.086731903976	MG2	VC	1	21
34	708.151048704553	753.200341313809	MG2	VC	1	21
35	730.715905585445	775.583772590132	MG2	VC	1	21
35	0	0	MG2	VC	1	21
