Edad	Altura.dominante	thinning	varname	zone	cal
1	0.561035919595055	M2	Hdom	1	21
2	1.52955553284348	M2	Hdom	1	21
3	2.70131331732137	M2	Hdom	1	21
4	3.98625830885311	M2	Hdom	1	21
5	5.32688006987733	M2	Hdom	1	21
6	6.68367276728143	M2	Hdom	1	21
7	8.02911177767066	M2	Hdom	1	21
8	9.34422706992466	M2	Hdom	1	21
9	10.6163148551866	M2	Hdom	1	21
10	11.8372882855985	M2	Hdom	1	21
11	13.0024490319368	M2	Hdom	1	21
12	14.1095616151657	M2	Hdom	1	21
13	15.1581548324009	M2	Hdom	1	21
14	16.1489963740996	M2	Hdom	1	21
14	16.1489963740996	M2	Hdom	1	21
15	17.0837000673619	M2	Hdom	1	21
16	17.9644345122264	M2	Hdom	1	21
17	18.7937089093366	M2	Hdom	1	21
18	19.5742173482828	M2	Hdom	1	21
19	20.3087271218403	M2	Hdom	1	21
20	21	M2	Hdom	1	21
21	21.6507380249425	M2	Hdom	1	21
22	22.2635474238045	M2	Hdom	1	21
22	22.2635474238045	M2	Hdom	1	21
23	22.8409158034623	M2	Hdom	1	21
24	23.3851989915288	M2	Hdom	1	21
25	23.8986148019266	M2	Hdom	1	21
26	24.3832416968977	M2	Hdom	1	21
27	24.84102084146	M2	Hdom	1	21
28	25.2737604411919	M2	Hdom	1	21
29	25.6831415507816	M2	Hdom	1	21
30	26.0707247628437	M2	Hdom	1	21
30	26.0707247628437	M2	Hdom	1	21
31	26.4379573522707	M2	Hdom	1	21
32	26.7861805747101	M2	Hdom	1	21
33	27.1166369091388	M2	Hdom	1	21
34	27.4304771019178	M2	Hdom	1	21
35	27.7287669191349	M2	Hdom	1	21
36	28.0124935500346	M2	Hdom	1	21
37	28.2825716302874	M2	Hdom	1	21
38	28.5398488723424	M2	Hdom	1	21
39	28.7851113030595	M2	Hdom	1	21
40	29.0190881176789	M2	Hdom	1	21
40	0	M2	Hdom	1	21
