Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M4	VC	1	7
2	0	0	M4	VC	1	7
3	0	0	M4	VC	1	7
4	0	0	M4	VC	1	7
5	0	0	M4	VC	1	7
6	0	0	M4	VC	1	7
7	0	0	M4	VC	1	7
8	0	0.0474584623720605	M4	VC	1	7
9	0	1.75924822659116	M4	VC	1	7
10	0	2.53065682589287	M4	VC	1	7
11	0	3.21738357339251	M4	VC	1	7
12	0	4.49241605222991	M4	VC	1	7
13	0	8.1545613882351	M4	VC	1	7
14	0	13.0049834671004	M4	VC	1	7
15	0	17.3905124838619	M4	VC	1	7
15	0	14.9753334688247	M4	VC	1	7
16	0	17.2749677974171	M4	VC	1	7
17	0.0685022215031123	22.7900125003906	M4	VC	1	7
18	0.314100871546619	28.3602587764579	M4	VC	1	7
19	0.878306516489858	33.6822200900487	M4	VC	1	7
20	1.8784559118451	39.0458218427906	M4	VC	1	7
21	3.25472471733657	45.0300050645512	M4	VC	1	7
22	5.25872923691614	51.6274859429574	M4	VC	1	7
23	7.87773563333179	58.1323244933161	M4	VC	1	7
24	11.0412188257105	64.5447729686052	M4	VC	1	7
25	15.0936658864083	71.0241586406677	M4	VC	1	7
25	0	0	M4	VC	1	7
