Edad	Area_basimetrica_m2_ha	thinning	varname	zone	cal
1	1.06659567453464e-06	M4	AB	0	16
2	0.00722928302361347	M4	AB	0	16
3	0.164646105423308	M4	AB	0	16
4	0.834173139638604	M4	AB	0	16
5	2.26906652228941	M4	AB	0	16
6	4.48676366085538	M4	AB	0	16
7	7.36648167883113	M4	AB	0	16
8	10.7461799190635	M4	AB	0	16
9	14.4719176424108	M4	AB	0	16
10	18.4153979118318	M4	AB	0	16
11	22.4764869531953	M4	AB	0	16
12	26.5800067736978	M4	AB	0	16
13	30.6710289801883	M4	AB	0	16
14	34.7103468476556	M4	AB	0	16
15	38.6706640728866	M4	AB	0	16
15	26.7255287040884	M4	AB	0	16
16	29.8608877748589	M4	AB	0	16
17	32.9530398649868	M4	AB	0	16
18	35.9892443465103	M4	AB	0	16
19	38.9604658975637	M4	AB	0	16
20	41.860534953559	M4	AB	0	16
21	44.6854865209655	M4	AB	0	16
22	47.4330425843564	M4	AB	0	16
23	50.1022084128286	M4	AB	0	16
24	52.6929584228056	M4	AB	0	16
25	55.2059921009176	M4	AB	0	16
25	0	M4	AB	0	16
