Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M4	VC	1	26
2	0	0	M4	VC	1	26
3	0	4.02124076426838	M4	VC	1	26
4	0	30.69243118052	M4	VC	1	26
5	0	79.6109755407005	M4	VC	1	26
6	0.793165251236106	119.540744065977	M4	VC	1	26
7	28.0695100224598	185.953219286907	M4	VC	1	26
8	63.2018474720338	236.09671987352	M4	VC	1	26
9	145.118493776324	329.121373415754	M4	VC	1	26
10	215.743117481675	403.477718006385	M4	VC	1	26
11	293.318587708458	485.408079234494	M4	VC	1	26
12	369.40028609539	564.126924220697	M4	VC	1	26
13	438.733625249446	631.987973381551	M4	VC	1	26
14	513.774831415121	707.544306967896	M4	VC	1	26
15	591.992009711201	787.362913770309	M4	VC	1	26
15	465.443548842678	556.355543108875	M4	VC	1	26
16	515.734323238006	606.508196547429	M4	VC	1	26
17	575.651531405231	665.270353745836	M4	VC	1	26
18	631.764863193208	720.097658534974	M4	VC	1	26
19	684.560769732114	771.488069227491	M4	VC	1	26
20	738.192926056447	823.57198139182	M4	VC	1	26
21	790.678963892747	875.653446719076	M4	VC	1	26
22	843.625410136706	927.933474706174	M4	VC	1	26
23	891.684867959508	975.433441754169	M4	VC	1	26
24	939.036777775426	1022.08801456971	M4	VC	1	26
25	981.458883622492	1063.99298502907	M4	VC	1	26
25	0	0	M4	VC	1	26
