Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M4	VC	0	16
2	0	0	M4	VC	0	16
3	0	0	M4	VC	0	16
4	0	0	M4	VC	0	16
5	0	0	M4	VC	0	16
6	0	4.09950997518364	M4	VC	0	16
7	0	5.44802311918836	M4	VC	0	16
8	0	22.6491929729962	M4	VC	0	16
9	0	32.3313585920862	M4	VC	0	16
10	0	50.139755369369	M4	VC	0	16
11	0.240840698157582	78.0626402735864	M4	VC	0	16
12	2.75379453336763	99.2324923968198	M4	VC	0	16
13	9.35442612608566	127.001581626691	M4	VC	0	16
14	19.4258890314779	155.791031607951	M4	VC	0	16
15	34.0328393192061	182.032155983412	M4	VC	0	16
15	34.0328393192061	130.028310166919	M4	VC	0	16
16	64.3995964510948	153.308654529586	M4	VC	0	16
17	88.7309387891888	179.658752441352	M4	VC	0	16
18	113.806659621085	205.794074723185	M4	VC	0	16
19	141.605801768571	234.677766907404	M4	VC	0	16
20	170.180149467277	263.580919479789	M4	VC	0	16
21	198.170623162218	291.352414535194	M4	VC	0	16
22	227.341205220307	319.875541952044	M4	VC	0	16
23	257.942257060595	350.181382758687	M4	VC	0	16
24	290.462787220759	382.353907214396	M4	VC	0	16
25	321.091837164905	412.586821831091	M4	VC	0	16
25	0	0	M4	VC	0	16
