Edad	Altura.dominante	thinning	varname	zone	cal
1	0.330461906307924	M4	Hdom	0	16
2	0.910732755009403	M4	Hdom	0	16
3	1.6298571646919	M4	Hdom	0	16
4	2.44080427246155	M4	Hdom	0	16
5	3.3129297651295	M4	Hdom	0	16
6	4.22393465771887	M4	Hdom	0	16
7	5.15686751265415	M4	Hdom	0	16
8	6.0986189783072	M4	Hdom	0	16
9	7.03901101833824	M4	Hdom	0	16
10	7.9701735963598	M4	Hdom	0	16
11	8.88608294903739	M4	Hdom	0	16
12	9.78220262557685	M4	Hdom	0	16
13	10.6551964909912	M4	Hdom	0	16
14	11.5026957260377	M4	Hdom	0	16
15	12.3231082239296	M4	Hdom	0	16
15	12.3231082239296	M4	Hdom	0	16
16	13.1154622064671	M4	Hdom	0	16
17	13.879277890144	M4	Hdom	0	16
18	14.614462325165	M4	Hdom	0	16
19	15.3212234386866	M4	Hdom	0	16
20	16	M4	Hdom	0	16
21	16.6514047714325	M4	Hdom	0	16
22	17.2761785572968	M4	Hdom	0	16
23	17.8751532381753	M4	Hdom	0	16
24	18.4492221937675	M4	Hdom	0	16
25	18.9993167843422	M4	Hdom	0	16
25	0	M4	Hdom	0	16
