Edad	Dq	thinning	varname	zone	cal
1	0.0944056763162777	M4	Dq	1	21
2	1.62180832603249	M4	Dq	1	21
3	4.44214247906491	M4	Dq	1	21
4	7.49484838208294	M4	Dq	1	21
5	10.3480541562389	M4	Dq	1	21
6	12.8915666740202	M4	Dq	1	21
7	15.1258231664432	M4	Dq	1	21
8	17.0838020102946	M4	Dq	1	21
9	18.8042910288749	M4	Dq	1	21
10	20.3232807876279	M4	Dq	1	21
11	21.6717223395304	M4	Dq	1	21
12	22.8754691059976	M4	Dq	1	21
13	23.9558913589444	M4	Dq	1	21
14	24.9306192835439	M4	Dq	1	21
15	25.8142301086731	M4	Dq	1	21
15	29.2134998147872	M4	Dq	1	21
16	30.3365771611859	M4	Dq	1	21
17	31.3703087477869	M4	Dq	1	21
18	32.324770302581	M4	Dq	1	21
19	33.2086392562453	M4	Dq	1	21
20	34.0294118925647	M4	Dq	1	21
21	34.7935866022611	M4	Dq	1	21
22	35.5068173088312	M4	Dq	1	21
23	36.1740414772403	M4	Dq	1	21
24	36.7995868352502	M4	Dq	1	21
25	37.3872604298615	M4	Dq	1	21
25	0	M4	Dq	1	21
