Edad	Altura.dominante	thinning	varname	zone	cal
1	0.649143086801499	M4	Hdom	0	26
2	1.7752696968034	M4	Hdom	0	26
3	3.14711159445663	M4	Hdom	0	26
4	4.66343661544062	M4	Hdom	0	26
5	6.25897444659186	M4	Hdom	0	26
6	7.88798829767592	M4	Hdom	0	26
7	9.51769438316843	M4	Hdom	0	26
8	11.1246375062414	M4	Hdom	0	26
9	12.6923143289179	M4	Hdom	0	26
10	14.2094648904187	M4	Hdom	0	26
11	15.6687882579198	M4	Hdom	0	26
12	17.0659578604114	M4	Hdom	0	26
13	18.3988614719318	M4	Hdom	0	26
14	19.6670144884293	M4	Hdom	0	26
15	20.8711084468557	M4	Hdom	0	26
15	20.8711084468557	M4	Hdom	0	26
16	22.0126653920417	M4	Hdom	0	26
17	23.0937749659352	M4	Hdom	0	26
18	24.1168959236379	M4	Hdom	0	26
19	25.0847076104155	M4	Hdom	0	26
20	26	M4	Hdom	0	26
21	26.8655933496341	M4	Hdom	0	26
22	27.6842804853655	M4	Hdom	0	26
23	28.4587862843099	M4	Hdom	0	26
24	29.1917401458402	M4	Hdom	0	26
25	29.8856582052097	M4	Hdom	0	26
25	0	M4	Hdom	0	26
