"","Edad","RegimenClara","Zona","Calidad","N","Vol.comercial20","Vol.comercial7","variable","Renta"
"890",35,"MG2","zona interior","16",0,490.49,538.21,"renta.act.Esc1.Int2",21564.1593442061
"891",1,"MG2","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-2200
"892",3,"MG2","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-806.98
"893",17,"MG2","zona interior","21",1000,6.237,48.882,"renta.act.Esc1.Int2",-1100.34357616358
"894",25,"MG2","zona interior","21",450,234.188,336.059,"renta.act.Esc1.Int2",3361.63175846892
"895",35,"MG2","zona interior","21",0,855.368,902.647,"renta.act.Esc1.Int2",40904.7590215298
"896",1,"MG2","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-2200
"897",3,"MG2","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-806.98
"898",17,"MG2","zona interior","26",1000,26.863,82.701,"renta.act.Esc1.Int2",-886.636216163578
"899",25,"MG2","zona interior","26",450,445.921,547.05,"renta.act.Esc1.Int2",7798.18680828926
"900",35,"MG2","zona interior","26",0,1262.089,1310.595,"renta.act.Esc1.Int2",64138.2585608452
"901",0,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",0
"902",5,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-837
"903",7,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-37.9733
"904",17,"MG2rn","zona costera","7",1000,0,0.902,"renta.act.Esc1.Int2",-49.7340598477481
"905",25,"MG2rn","zona costera","7",450,0,30.254,"renta.act.Esc1.Int2",-19.4358590410686
"906",35,"MG2rn","zona costera","7",0,65.614,109.042,"renta.act.Esc1.Int2",2822.38659068808
"907",0,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",0
"908",5,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-837
"909",7,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-37.9733
"910",17,"MG2rn","zona costera","11",1000,0,7.069,"renta.act.Esc1.Int2",-40.8535798477481
"911",25,"MG2rn","zona costera","11",450,11.995,80.814,"renta.act.Esc1.Int2",283.408867331292
"912",35,"MG2rn","zona costera","11",0,215.021,261.294,"renta.act.Esc1.Int2",9577.30259885789
"913",0,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",0
"914",5,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-837
"915",7,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-37.9733
"916",17,"MG2rn","zona costera","16",1000,0,25.517,"renta.act.Esc1.Int2",-14.2884598477481
"917",25,"MG2rn","zona costera","16",450,90.188,179.893,"renta.act.Esc1.Int2",1885.97484655576
"918",35,"MG2rn","zona costera","16",0,436.698,483.235,"renta.act.Esc1.Int2",21143.8028473173
"919",0,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",0
"920",5,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-837
"921",7,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-37.9733
"922",17,"MG2rn","zona costera","21",1000,7.705,51.53,"renta.act.Esc1.Int2",84.8102601522519
"923",25,"MG2rn","zona costera","21",450,215.99,312.127,"renta.act.Esc1.Int2",4496.55558015557
"924",35,"MG2rn","zona costera","21",0,730.716,775.584,"renta.act.Esc1.Int2",37133.8059748023
"925",0,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",0
"926",5,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-837
"927",7,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-37.9733
"928",17,"MG2rn","zona costera","26",1000,36.405,90.373,"renta.act.Esc1.Int2",370.344180152252
"929",25,"MG2rn","zona costera","26",450,397.742,491.689,"renta.act.Esc1.Int2",8431.9871672329
"930",35,"MG2rn","zona costera","26",0,1037.528,1081.889,"renta.act.Esc1.Int2",55449.2043844637
"931",0,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",0
"932",5,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-837
"933",7,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-37.9733
"934",17,"MG2rn","zona interior","7",1000,0,0.868,"renta.act.Esc1.Int2",-49.7830198477482
"935",25,"MG2rn","zona interior","7",450,0,28.785,"renta.act.Esc1.Int2",-21.6132401042532
"936",35,"MG2rn","zona interior","7",0,67.455,109.484,"renta.act.Esc1.Int2",2895.6146726132
"937",0,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",0
"938",5,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-837
"939",7,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-37.9733
"940",17,"MG2rn","zona interior","11",1000,0,6.488,"renta.act.Esc1.Int2",-41.6902198477481
"941",25,"MG2rn","zona interior","11",450,12.019,81.37,"renta.act.Esc1.Int2",283.5874368104
"942",35,"MG2rn","zona interior","11",0,230.557,276.294,"renta.act.Esc1.Int2",10236.4293013057
"943",0,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",0
"944",5,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-837
"945",7,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-37.9733
"946",17,"MG2rn","zona interior","16",1000,0,23.634,"renta.act.Esc1.Int2",-16.9999798477481
"947",25,"MG2rn","zona interior","16",450,94.854,188.183,"renta.act.Esc1.Int2",1979.58541414468
"948",35,"MG2rn","zona interior","16",0,490.49,538.21,"renta.act.Esc1.Int2",23555.3194623798
"949",0,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",0
"950",5,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-837
"951",7,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-37.9733
"952",17,"MG2rn","zona interior","21",1000,6.237,48.882,"renta.act.Esc1.Int2",69.2531401522518
"953",25,"MG2rn","zona interior","21",450,234.188,336.059,"renta.act.Esc1.Int2",4843.24188598702
"954",35,"MG2rn","zona interior","21",0,855.368,902.647,"renta.act.Esc1.Int2",42895.9191397035
"955",0,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",0
"956",5,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-837
"957",7,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-37.9733
"958",17,"MG2rn","zona interior","26",1000,26.863,82.701,"renta.act.Esc1.Int2",282.960500152252
"959",25,"MG2rn","zona interior","26",450,445.921,547.05,"renta.act.Esc1.Int2",9279.79693580735
"960",35,"MG2rn","zona interior","26",0,1262.089,1310.595,"renta.act.Esc1.Int2",66129.4186790189
"961",1,"M2","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",0
"962",3,"M2","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"963",14,"M2","zona costera","7",1000,0,0.754,"renta.act.Esc2.Int1",-947.302018079718
"964",22,"M2","zona costera","7",700,0,6.717,"renta.act.Esc2.Int1",-1103.34256819631
"965",30,"M2","zona costera","7",300,5.55,42.877,"renta.act.Esc2.Int1",-1234.18860218363
"966",40,"M2","zona costera","7",0,96.196,120.552,"renta.act.Esc2.Int1",-965.952781646796
"967",1,"M2","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",0
"968",3,"M2","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"969",14,"M2","zona costera","11",1000,0,4.755,"renta.act.Esc2.Int1",-947.302018079718
"970",22,"M2","zona costera","11",700,0,26.476,"renta.act.Esc2.Int1",-1068.46526787189
"971",30,"M2","zona costera","11",300,51.839,105.44,"renta.act.Esc2.Int1",-1021.08220231786
"972",40,"M2","zona costera","11",0,230.851,256.221,"renta.act.Esc2.Int1",1109.37034649872
"973",1,"M2","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",0
"974",3,"M2","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"975",14,"M2","zona costera","16",1000,0,17.457,"renta.act.Esc2.Int1",-947.302018079718
"976",22,"M2","zona costera","16",700,10.15,59.396,"renta.act.Esc2.Int1",-957.740081988155
"977",30,"M2","zona costera","16",300,150.42,209.939,"renta.act.Esc2.Int1",-533.027503700824
"978",40,"M2","zona costera","16",0,447.465,472.328,"renta.act.Esc2.Int1",5310.19453195932
"979",1,"M2","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",0
"980",3,"M2","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"981",14,"M2","zona costera","21",1000,3.179,38.584,"renta.act.Esc2.Int1",-947.302018079718
"982",22,"M2","zona costera","21",700,60.511,117.319,"renta.act.Esc2.Int1",-751.224711751202
"983",30,"M2","zona costera","21",300,296.238,354.15,"renta.act.Esc2.Int1",567.897031542297
"984",40,"M2","zona costera","21",0,685.217,710.291,"renta.act.Esc2.Int1",11891.9702680276
"985",1,"M2","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",0
"986",3,"M2","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"987",14,"M2","zona costera","26",1000,14.487,66.111,"renta.act.Esc2.Int1",-947.302018079718
"988",22,"M2","zona costera","26",700,126.969,185.471,"renta.act.Esc2.Int1",-431.773093779441
"989",30,"M2","zona costera","26",300,460.073,515.36,"renta.act.Esc2.Int1",2003.47327156861
"990",40,"M2","zona costera","26",0,967.052,991.899,"renta.act.Esc2.Int1",19521.6671187175
"991",1,"M2","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",0
"992",3,"M2","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"993",14,"M2","zona interior","7",1000,0,0.695,"renta.act.Esc2.Int1",-947.302018079718
"994",22,"M2","zona interior","7",700,0,6.315,"renta.act.Esc2.Int1",-1103.85687979819
"995",30,"M2","zona interior","7",300,5.506,42.315,"renta.act.Esc2.Int1",-1238.29549280619
"996",40,"M2","zona interior","7",0,98.359,121.591,"renta.act.Esc2.Int1",-977.242438276753
"997",1,"M2","zona interior","11",1250,0,0,"renta.act.Esc2.Int1",0
"998",3,"M2","zona interior","11",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"999",14,"M2","zona interior","11",1000,0,3.471,"renta.act.Esc2.Int1",-947.302018079718
"1000",22,"M2","zona interior","11",700,0,25.636,"renta.act.Esc2.Int1",-1079.65808307223
"1001",30,"M2","zona interior","11",300,54.072,108.698,"renta.act.Esc2.Int1",-1041.51877171467
"1002",40,"M2","zona interior","11",0,246.758,271.774,"renta.act.Esc2.Int1",1174.21708368497
"1003",1,"M2","zona interior","16",1250,0,0,"renta.act.Esc2.Int1",0
"1004",3,"M2","zona interior","16",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1005",14,"M2","zona interior","16",1000,0,12.668,"renta.act.Esc2.Int1",-947.302018079718
"1006",22,"M2","zona interior","16",700,10.595,61.264,"renta.act.Esc2.Int1",-999.486493198767
"1007",30,"M2","zona interior","16",300,179.214,239.833,"renta.act.Esc2.Int1",-562.52811912722
"1008",40,"M2","zona interior","16",0,509.386,534.93,"renta.act.Esc2.Int1",6321.75757743634
"1009",1,"M2","zona interior","21",1250,0,0,"renta.act.Esc2.Int1",0
"1010",3,"M2","zona interior","21",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1011",14,"M2","zona interior","21",1000,0,31.611,"renta.act.Esc2.Int1",-947.302018079718
"1012",22,"M2","zona interior","21",700,62.98,122.773,"renta.act.Esc2.Int1",-834.357600410582
"1013",30,"M2","zona interior","21",300,348.786,410.002,"renta.act.Esc2.Int1",535.393877908945
"1014",40,"M2","zona interior","21",0,822.376,848.894,"renta.act.Esc2.Int1",13775.8011805824
"1015",1,"M2","zona interior","26",1250,0,0,"renta.act.Esc2.Int1",0
"1016",3,"M2","zona interior","26",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1017",14,"M2","zona interior","26",1000,10.981,60.103,"renta.act.Esc2.Int1",-947.302018079718
"1018",22,"M2","zona interior","26",700,135.643,198.765,"renta.act.Esc2.Int1",-508.792732452503
"1019",30,"M2","zona interior","26",300,553.283,613.637,"renta.act.Esc2.Int1",2090.09606641496
"1020",40,"M2","zona interior","26",0,1191.609,1219.186,"renta.act.Esc2.Int1",23031.8942689226
"1021",1,"M4","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",0
"1022",3,"M4","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1023",15,"M4","zona costera","7",700,0,2.415,"renta.act.Esc2.Int1",-966.248058441312
"1024",25,"M4","zona costera","7",0,15.094,71.024,"renta.act.Esc2.Int1",-1124.86130413356
"1025",1,"M4","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",0
"1026",3,"M4","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1027",15,"M4","zona costera","11",700,0,14.78,"renta.act.Esc2.Int1",-966.248058441312
"1028",25,"M4","zona costera","11",0,117.56,196.992,"renta.act.Esc2.Int1",-853.549716075323
"1029",1,"M4","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",0
"1030",3,"M4","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1031",15,"M4","zona costera","16",700,0.795,56.324,"renta.act.Esc2.Int1",-966.248058441312
"1032",25,"M4","zona costera","16",0,313.566,402.004,"renta.act.Esc2.Int1",63.8191626247719
"1033",1,"M4","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",0
"1034",3,"M4","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1035",15,"M4","zona costera","21",700,23.038,117.827,"renta.act.Esc2.Int1",-966.248058441312
"1036",25,"M4","zona costera","21",0,625.28,709.408,"renta.act.Esc2.Int1",1575.99636856131
"1037",1,"M4","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",0
"1038",3,"M4","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1039",15,"M4","zona costera","26",700,126.548,231.007,"renta.act.Esc2.Int1",-966.248058441312
"1040",25,"M4","zona costera","26",0,981.459,1063.993,"renta.act.Esc2.Int1",4816.44923523337
"1041",1,"M4","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",0
"1042",3,"M4","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1043",15,"M4","zona interior","7",700,0,1.852,"renta.act.Esc2.Int1",-966.248058441312
"1044",25,"M4","zona interior","7",0,14.455,69.71,"renta.act.Esc2.Int1",-1137.21459358578
"1045",1,"M4","zona interior","11",1250,0,0,"renta.act.Esc2.Int1",0
"1046",3,"M4","zona interior","11",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1047",15,"M4","zona interior","11",700,0,13.87,"renta.act.Esc2.Int1",-966.248058441312
"1048",25,"M4","zona interior","11",0,112.804,193.837,"renta.act.Esc2.Int1",-873.516844674837
"1049",1,"M4","zona interior","16",1250,0,0,"renta.act.Esc2.Int1",0
"1050",3,"M4","zona interior","16",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1051",15,"M4","zona interior","16",700,0,52.004,"renta.act.Esc2.Int1",-966.248058441312
"1052",25,"M4","zona interior","16",0,321.092,412.587,"renta.act.Esc2.Int1",-36.7844468573954
"1053",1,"M4","zona interior","21",1250,0,0,"renta.act.Esc2.Int1",0
"1054",3,"M4","zona interior","21",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1055",15,"M4","zona interior","21",700,18.469,108.939,"renta.act.Esc2.Int1",-966.248058441312
"1056",25,"M4","zona interior","21",0,659.475,748.665,"renta.act.Esc2.Int1",1347.55925224313
"1057",1,"M4","zona interior","26",1250,0,0,"renta.act.Esc2.Int1",0
"1058",3,"M4","zona interior","26",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1059",15,"M4","zona interior","26",700,106.219,210.575,"renta.act.Esc2.Int1",-966.248058441312
"1060",25,"M4","zona interior","26",0,1064.305,1152.861,"renta.act.Esc2.Int1",4219.44671804094
"1061",1,"M8","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",0
"1062",3,"M8","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1063",35,"M8","zona costera","7",0,48.673,175.296,"renta.act.Esc2.Int1",-1435.79378631001
"1064",1,"M8","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",0
"1065",3,"M8","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1066",35,"M8","zona costera","11",0,231.943,410.445,"renta.act.Esc2.Int1",-1435.79378631001
"1067",1,"M8","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",0
"1068",3,"M8","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1069",35,"M8","zona costera","16",0,596.539,793.719,"renta.act.Esc2.Int1",-1435.79378631001
"1070",1,"M8","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",0
"1071",3,"M8","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1072",35,"M8","zona costera","21",0,1058.607,1256.041,"renta.act.Esc2.Int1",-1435.79378631001
"1073",1,"M8","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",0
"1074",3,"M8","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1075",35,"M8","zona costera","26",0,1591.183,1783.542,"renta.act.Esc2.Int1",-1435.79378631001
"1076",1,"M8","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",0
"1077",3,"M8","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1078",35,"M8","zona interior","7",0,52.177,176.658,"renta.act.Esc2.Int1",-1435.79378631001
"1079",1,"M8","zona interior","11",1250,0,0,"renta.act.Esc2.Int1",0
"1080",3,"M8","zona interior","11",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1081",35,"M8","zona interior","11",0,253.771,431.877,"renta.act.Esc2.Int1",-1435.79378631001
"1082",1,"M8","zona interior","16",1250,0,0,"renta.act.Esc2.Int1",0
"1083",3,"M8","zona interior","16",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1084",35,"M8","zona interior","16",0,679.527,881.461,"renta.act.Esc2.Int1",-1435.79378631001
"1085",1,"M8","zona interior","21",1250,0,0,"renta.act.Esc2.Int1",0
"1086",3,"M8","zona interior","21",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1087",35,"M8","zona interior","21",0,1250.335,1458.085,"renta.act.Esc2.Int1",-1435.79378631001
"1088",1,"M8","zona interior","26",1250,0,0,"renta.act.Esc2.Int1",0
"1089",3,"M8","zona interior","26",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1090",35,"M8","zona interior","26",0,1947.04,2156.127,"renta.act.Esc2.Int1",-1435.79378631001
"1091",1,"MG2","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",0
"1092",3,"MG2","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1093",17,"MG2","zona costera","7",1000,0,0.902,"renta.act.Esc2.Int1",-1005.28448000234
"1094",25,"MG2","zona costera","7",450,0,30.254,"renta.act.Esc2.Int1",-1169.98812606395
"1095",35,"MG2","zona costera","7",0,65.614,109.042,"renta.act.Esc2.Int1",-1151.82583569412
"1096",1,"MG2","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",0
"1097",3,"MG2","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1098",17,"MG2","zona costera","11",1000,0,7.069,"renta.act.Esc2.Int1",-1005.28448000234
"1099",25,"MG2","zona costera","11",450,11.995,80.814,"renta.act.Esc2.Int1",-1116.2294879483
"1100",35,"MG2","zona costera","11",0,215.021,261.294,"renta.act.Esc2.Int1",-307.238922768117
"1101",1,"MG2","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",0
"1102",3,"MG2","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1103",17,"MG2","zona costera","16",1000,0,25.517,"renta.act.Esc2.Int1",-1005.28448000234
"1104",25,"MG2","zona costera","16",450,90.188,179.893,"renta.act.Esc2.Int1",-955.415582328469
"1105",35,"MG2","zona costera","16",0,436.698,483.235,"renta.act.Esc2.Int1",2876.71626555534
"1106",1,"MG2","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",0
"1107",3,"MG2","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1108",17,"MG2","zona costera","21",1000,7.705,51.53,"renta.act.Esc2.Int1",-1005.28448000234
"1109",25,"MG2","zona costera","21",450,215.99,312.127,"renta.act.Esc2.Int1",-674.490655588325
"1110",35,"MG2","zona costera","21",0,730.716,775.584,"renta.act.Esc2.Int1",7779.90888185294
"1111",1,"MG2","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",0
"1112",3,"MG2","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1113",17,"MG2","zona costera","26",1000,36.405,90.373,"renta.act.Esc2.Int1",-1005.28448000234
"1114",25,"MG2","zona costera","26",450,397.742,491.689,"renta.act.Esc2.Int1",-134.130816077879
"1115",35,"MG2","zona costera","26",0,1037.528,1081.889,"renta.act.Esc2.Int1",14923.5879269638
"1116",1,"MG2","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",0
"1117",3,"MG2","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1118",17,"MG2","zona interior","7",1000,0,0.868,"renta.act.Esc2.Int1",-1005.28448000234
"1119",25,"MG2","zona interior","7",450,0,28.785,"renta.act.Esc2.Int1",-1170.28450902097
"1120",35,"MG2","zona interior","7",0,67.455,109.484,"renta.act.Esc2.Int1",-1165.50995371902
"1121",1,"MG2","zona interior","11",1250,0,0,"renta.act.Esc2.Int1",0
"1122",3,"MG2","zona interior","11",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1123",17,"MG2","zona interior","11",1000,0,6.488,"renta.act.Esc2.Int1",-1005.28448000234
"1124",25,"MG2","zona interior","11",450,12.019,81.37,"renta.act.Esc2.Int1",-1121.29414965499
"1125",35,"MG2","zona interior","11",0,230.557,276.294,"renta.act.Esc2.Int1",-307.728887465742
"1126",1,"MG2","zona interior","16",1250,0,0,"renta.act.Esc2.Int1",0
"1127",3,"MG2","zona interior","16",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1128",17,"MG2","zona interior","16",1000,0,23.634,"renta.act.Esc2.Int1",-1005.28448000234
"1129",25,"MG2","zona interior","16",450,94.854,188.183,"renta.act.Esc2.Int1",-971.829967859808
"1130",35,"MG2","zona interior","16",0,490.49,538.21,"renta.act.Esc2.Int1",3056.56906038787
"1131",1,"MG2","zona interior","21",1250,0,0,"renta.act.Esc2.Int1",0
"1132",3,"MG2","zona interior","21",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1133",17,"MG2","zona interior","21",1000,6.237,48.882,"renta.act.Esc2.Int1",-1005.28448000234
"1134",25,"MG2","zona interior","21",450,234.188,336.059,"renta.act.Esc2.Int1",-707.893633480445
"1135",35,"MG2","zona interior","21",0,855.368,902.647,"renta.act.Esc2.Int1",8442.49483734355
"1136",1,"MG2","zona interior","26",1250,0,0,"renta.act.Esc2.Int1",0
"1137",3,"MG2","zona interior","26",1250,0,0,"renta.act.Esc2.Int1",-2288.88
"1138",17,"MG2","zona interior","26",1000,26.863,82.701,"renta.act.Esc2.Int1",-1005.28448000234
"1139",25,"MG2","zona interior","26",450,445.921,547.05,"renta.act.Esc2.Int1",-268.088601495628
"1140",35,"MG2","zona interior","26",0,1262.089,1310.595,"renta.act.Esc2.Int1",16549.7407876271
"1141",0,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",0
"1142",5,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",0
"1143",7,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",-870.8148
"1144",17,"MG2rn","zona costera","7",1000,0,0.902,"renta.act.Esc2.Int1",-25.3731250533069
"1145",25,"MG2rn","zona costera","7",450,0,30.254,"renta.act.Esc2.Int1",-21.8657944872701
"1146",35,"MG2rn","zona costera","7",0,65.614,109.042,"renta.act.Esc2.Int1",247.728879969225
"1147",0,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",0
"1148",5,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",0
"1149",7,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",-870.8148
"1150",17,"MG2rn","zona costera","11",1000,0,7.069,"renta.act.Esc2.Int1",-25.3731250533069
"1151",25,"MG2rn","zona costera","11",450,11.995,80.814,"renta.act.Esc2.Int1",31.8928436283787
"1152",35,"MG2rn","zona costera","11",0,215.021,261.294,"renta.act.Esc2.Int1",1092.31579289522
"1153",0,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",0
"1154",5,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",0
"1155",7,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",-870.8148
"1156",17,"MG2rn","zona costera","16",1000,0,25.517,"renta.act.Esc2.Int1",-25.3731250533069
"1157",25,"MG2rn","zona costera","16",450,90.188,179.893,"renta.act.Esc2.Int1",192.706749248208
"1158",35,"MG2rn","zona costera","16",0,436.698,483.235,"renta.act.Esc2.Int1",4276.27098121868
"1159",0,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",0
"1160",5,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",0
"1161",7,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",-870.8148
"1162",17,"MG2rn","zona costera","21",1000,7.705,51.53,"renta.act.Esc2.Int1",-25.3731250533069
"1163",25,"MG2rn","zona costera","21",450,215.99,312.127,"renta.act.Esc2.Int1",473.631675988352
"1164",35,"MG2rn","zona costera","21",0,730.716,775.584,"renta.act.Esc2.Int1",9179.46359751628
"1165",0,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",0
"1166",5,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",0
"1167",7,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",-870.8148
"1168",17,"MG2rn","zona costera","26",1000,36.405,90.373,"renta.act.Esc2.Int1",-25.3731250533069
"1169",25,"MG2rn","zona costera","26",450,397.742,491.689,"renta.act.Esc2.Int1",1013.9915154988
"1170",35,"MG2rn","zona costera","26",0,1037.528,1081.889,"renta.act.Esc2.Int1",16323.1426426271
"1171",0,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",0
"1172",5,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",0
"1173",7,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",-870.8148
"1174",17,"MG2rn","zona interior","7",1000,0,0.868,"renta.act.Esc2.Int1",-25.3731250533069
"1175",25,"MG2rn","zona interior","7",450,0,28.785,"renta.act.Esc2.Int1",-22.1621774442884
"1176",35,"MG2rn","zona interior","7",0,67.455,109.484,"renta.act.Esc2.Int1",234.044761944324
"1177",0,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc2.Int1",0
"1178",5,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc2.Int1",0
"1179",7,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc2.Int1",-870.8148
"1180",17,"MG2rn","zona interior","11",1000,0,6.488,"renta.act.Esc2.Int1",-25.3731250533069
"1181",25,"MG2rn","zona interior","11",450,12.019,81.37,"renta.act.Esc2.Int1",26.8281819216831
