Edad	Altura.dominante	thinning	varname	zone	cal
1	0.20865528865751	M2	Hdom	1	11
2	0.576783951504083	M2	Hdom	1	11
3	1.03611030725251	M2	Hdom	1	11
4	1.55825926543284	M2	Hdom	1	11
5	2.12479841202082	M2	Hdom	1	11
6	2.72220238746811	M2	Hdom	1	11
7	3.34001143185291	M2	Hdom	1	11
8	3.96993671918778	M2	Hdom	1	11
9	4.6053405152391	M2	Hdom	1	11
10	5.24089363754607	M2	Hdom	1	11
11	5.8723287561778	M2	Hdom	1	11
12	6.49625157220189	M2	Hdom	1	11
13	7.10999039954564	M2	Hdom	1	11
14	7.71147327564471	M2	Hdom	1	11
14	7.71147327564471	M2	Hdom	1	11
15	8.29912601580825	M2	Hdom	1	11
16	8.87178689818699	M2	Hdom	1	11
17	9.42863494139294	M2	Hdom	1	11
18	9.96912949782812	M2	Hdom	1	11
19	10.492959371336	M2	Hdom	1	11
20	11	M2	Hdom	1	11
21	11.490277487887	M2	Hdom	1	11
22	11.9639384576649	M2	Hdom	1	11
22	11.9639384576649	M2	Hdom	1	11
23	12.4212248481812	M2	Hdom	1	11
24	12.8624529078877	M2	Hdom	1	11
25	13.2879957426723	M2	Hdom	1	11
26	13.6982688690499	M2	Hdom	1	11
27	14.0937183033388	M2	Hdom	1	11
28	14.4748107862646	M2	Hdom	1	11
29	14.8420258018297	M2	Hdom	1	11
30	15.1958491004653	M2	Hdom	1	11
30	15.1958491004653	M2	Hdom	1	11
31	15.5367674804892	M2	Hdom	1	11
32	15.865264619618	M2	Hdom	1	11
33	16.1818177805651	M2	Hdom	1	11
34	16.4868952422881	M2	Hdom	1	11
35	16.7809543319003	M2	Hdom	1	11
36	17.0644399521737	M2	Hdom	1	11
37	17.3377835164495	M2	Hdom	1	11
38	17.6014022170676	M2	Hdom	1	11
39	17.8556985655019	M2	Hdom	1	11
40	18.1010601525824	M2	Hdom	1	11
40	0	M2	Hdom	1	11
