Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M2	VC	0	7
2	0	0	M2	VC	0	7
3	0	0	M2	VC	0	7
4	0	0	M2	VC	0	7
5	0	0	M2	VC	0	7
6	0	0	M2	VC	0	7
7	0	0	M2	VC	0	7
8	0	0.00320791023953622	M2	VC	0	7
9	0	0.227729707199877	M2	VC	0	7
10	0	2.16580775112737	M2	VC	0	7
11	0	2.98225000623639	M2	VC	0	7
12	0	3.83249368959487	M2	VC	0	7
13	0	5.69357298874068	M2	VC	0	7
14	0	9.93465532279952	M2	VC	0	7
14	0	9.23974291865328	M2	VC	0	7
15	0	13.6665859190225	M2	VC	0	7
16	0	17.3183960331676	M2	VC	0	7
17	0	21.5011994505133	M2	VC	0	7
18	0.0189162642037012	28.093969169464	M2	VC	0	7
19	0.142265959722567	35.2880786715748	M2	VC	0	7
20	0.493544390134099	42.4478262349478	M2	VC	0	7
21	1.13803509346766	49.2267522005427	M2	VC	0	7
22	2.23024671644833	55.8097112694537	M2	VC	0	7
22	2.23024671644833	49.4950232251897	M2	VC	0	7
23	6.99844885099291	56.0783890496545	M2	VC	0	7
24	10.2368442381993	62.8222647661681	M2	VC	0	7
25	14.2951769449631	69.5347345016148	M2	VC	0	7
26	18.8686867964568	76.1428141251922	M2	VC	0	7
27	24.117430694555	83.3856033650237	M2	VC	0	7
28	30.1533619369394	91.5836749054266	M2	VC	0	7
29	36.6678745383536	99.7957260680089	M2	VC	0	7
30	43.6517067660494	108.266785236347	M2	VC	0	7
30	38.1458172263962	65.9518761186658	M2	VC	0	7
31	44.2178907514263	69.807174124266	M2	VC	0	7
32	50.1235590897096	75.5626339532837	M2	VC	0	7
33	55.8719608923317	81.157634699165	M2	VC	0	7
34	62.261472564218	87.269116848233	M2	VC	0	7
35	68.1134475099486	92.8203005191587	M2	VC	0	7
36	73.8693127811813	98.3003874939529	M2	VC	0	7
37	80.1301513744748	104.246262026259	M2	VC	0	7
38	86.1114778109437	109.890815649237	M2	VC	0	7
39	92.2402099509686	115.742283024388	M2	VC	0	7
40	98.3589717199052	121.591413551631	M2	VC	0	7
40	0	0	M2	VC	0	7
