Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M2	VC	1	26
2	0	0	M2	VC	1	26
3	0	4.02124076426838	M2	VC	1	26
4	0	30.69243118052	M2	VC	1	26
5	0	79.6109755407005	M2	VC	1	26
6	0.793165251236106	119.540744065977	M2	VC	1	26
7	28.0695100224598	185.953219286907	M2	VC	1	26
8	63.2018474720338	236.09671987352	M2	VC	1	26
9	145.118493776324	329.121373415754	M2	VC	1	26
10	215.743117481675	403.477718006385	M2	VC	1	26
11	293.318587708458	485.408079234494	M2	VC	1	26
12	369.40028609539	564.126924220697	M2	VC	1	26
13	438.733625249446	631.987973381551	M2	VC	1	26
14	513.774831415121	707.544306967896	M2	VC	1	26
14	499.288074008944	641.433120227441	M2	VC	1	26
15	568.793567359315	711.384316961935	M2	VC	1	26
16	635.583204994698	777.100854515299	M2	VC	1	26
17	704.425826514394	845.366809998419	M2	VC	1	26
18	770.923344228919	911.467864844743	M2	VC	1	26
19	831.766969865854	971.759936131323	M2	VC	1	26
20	890.068222733894	1029.15856567297	M2	VC	1	26
21	943.82162071664	1081.84939131654	M2	VC	1	26
22	994.203732762891	1131.22526764961	M2	VC	1	26
22	867.234740731352	945.753817502661	M2	VC	1	26
23	905.930524738434	988.599939626062	M2	VC	1	26
24	952.530648467961	1034.56230321736	M2	VC	1	26
25	995.820136398414	1077.27112194229	M2	VC	1	26
26	1038.63220716485	1119.50148710118	M2	VC	1	26
27	1080.85578134025	1161.45589837702	M2	VC	1	26
28	1122.1476471135	1202.36565853158	M2	VC	1	26
29	1160.5394583447	1240.48091961735	M2	VC	1	26
30	1197.67879976621	1277.2187329841	M2	VC	1	26
30	737.606184297748	761.85911350458	M2	VC	1	26
31	747.473763518947	773.866722100152	M2	VC	1	26
32	774.712542825703	800.810923410747	M2	VC	1	26
33	803.765800547218	829.644685217979	M2	VC	1	26
34	828.762078957014	854.47712053387	M2	VC	1	26
35	854.377911904597	879.850719452808	M2	VC	1	26
36	874.097669206201	899.524623837407	M2	VC	1	26
37	900.855902216275	926.031319618129	M2	VC	1	26
38	922.05702063069	947.178174152747	M2	VC	1	26
39	946.908906847363	971.838244995681	M2	VC	1	26
40	967.051961977413	991.898919685122	M2	VC	1	26
40	0	0	M2	VC	1	26
