Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M2	VC	1	7
2	0	0	M2	VC	1	7
3	0	0	M2	VC	1	7
4	0	0	M2	VC	1	7
5	0	0	M2	VC	1	7
6	0	0	M2	VC	1	7
7	0	0	M2	VC	1	7
8	0	0.0474584623720605	M2	VC	1	7
9	0	1.75924822659116	M2	VC	1	7
10	0	2.53065682589287	M2	VC	1	7
11	0	3.21738357339251	M2	VC	1	7
12	0	4.49241605222991	M2	VC	1	7
13	0	8.1545613882351	M2	VC	1	7
14	0	13.0049834671004	M2	VC	1	7
14	0	12.2507210959475	M2	VC	1	7
15	0	15.740112230749	M2	VC	1	7
16	0	19.4397777228731	M2	VC	1	7
17	0.0171651137557009	25.4985310946576	M2	VC	1	7
18	0.0748649345221986	32.3563664852179	M2	VC	1	7
19	0.300618437263995	39.3383481239129	M2	VC	1	7
20	0.804613949170616	46.0227581197925	M2	VC	1	7
21	1.62710006203952	52.5350388104762	M2	VC	1	7
22	2.83136388797747	59.4592318812261	M2	VC	1	7
22	2.83136388797747	52.7419044677783	M2	VC	1	7
23	8.45426613903312	59.1099539434989	M2	VC	1	7
24	11.8295639571697	65.5864672062783	M2	VC	1	7
25	15.9617205587306	72.0481721841743	M2	VC	1	7
26	20.56950127485	78.4749444577016	M2	VC	1	7
27	25.7634991291199	85.8797759880996	M2	VC	1	7
28	31.5370302683256	93.8600027782272	M2	VC	1	7
29	37.9496386126142	102.013567784895	M2	VC	1	7
30	44.2801006961598	109.995095034538	M2	VC	1	7
30	38.7296827481959	67.117676483056	M2	VC	1	7
31	44.4274414236466	70.4636842153773	M2	VC	1	7
32	50.1063229230745	76.110542600456	M2	VC	1	7
33	55.8626819739118	81.8012115309917	M2	VC	1	7
34	61.7170829916162	87.4603841258001	M2	VC	1	7
35	67.363022847364	92.9900964342559	M2	VC	1	7
36	72.9817765447741	98.3624106721545	M2	VC	1	7
37	79.1518877113173	104.191265141423	M2	VC	1	7
38	84.5733473616881	109.454078329455	M2	VC	1	7
39	90.2484555173561	114.843011272579	M2	VC	1	7
40	96.1959918030502	120.552333583983	M2	VC	1	7
40	0	0	M2	VC	1	7
