Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M2	VC	1	16
2	0	0	M2	VC	1	16
3	0	0	M2	VC	1	16
4	0	0	M2	VC	1	16
5	0	3.34708745574524	M2	VC	1	16
6	0	4.44518707772158	M2	VC	1	16
7	0	20.80516471115	M2	VC	1	16
8	0	30.1126403411799	M2	VC	1	16
9	0	46.528614479603	M2	VC	1	16
10	0.109291072148706	75.2916985423173	M2	VC	1	16
11	2.33479848663079	95.7092354175279	M2	VC	1	16
12	8.83889993440674	122.161387208826	M2	VC	1	16
13	18.2942488424683	149.983110116817	M2	VC	1	16
14	31.6308184449058	174.687958817559	M2	VC	1	16
14	31.6308184449058	157.230477187366	M2	VC	1	16
15	59.0204780295144	181.547728075095	M2	VC	1	16
16	83.9490442075152	212.35908809032	M2	VC	1	16
17	109.705861181678	241.94476570559	M2	VC	1	16
18	136.0939943829	270.086515833298	M2	VC	1	16
19	163.796588529203	300.471408885104	M2	VC	1	16
20	193.199606236761	332.205716874895	M2	VC	1	16
21	221.214277634034	361.639262191246	M2	VC	1	16
22	249.484216419534	390.409817979708	M2	VC	1	16
22	239.333963598014	331.013890769496	M2	VC	1	16
23	261.277371725267	349.629002972988	M2	VC	1	16
24	289.073384598256	377.174955657495	M2	VC	1	16
25	316.179009285648	404.209134975698	M2	VC	1	16
26	342.498508361045	430.023062419403	M2	VC	1	16
27	367.374670492221	454.388836501096	M2	VC	1	16
28	392.692544650763	479.087127620898	M2	VC	1	16
29	417.779800731278	503.678265276819	M2	VC	1	16
30	441.707931468872	527.426680455271	M2	VC	1	16
30	291.288219058517	317.488075177662	M2	VC	1	16
31	300.349319170247	327.939070399182	M2	VC	1	16
32	316.547287440369	343.68480455154	M2	VC	1	16
33	334.457165458587	361.286401997286	M2	VC	1	16
34	350.188280598699	376.767958789976	M2	VC	1	16
35	369.311732146705	395.444817147591	M2	VC	1	16
36	385.144489836887	411.057662735977	M2	VC	1	16
37	400.367593812332	426.038706095474	M2	VC	1	16
38	415.257435347733	440.739493647069	M2	VC	1	16
39	431.520241874784	456.734074459759	M2	VC	1	16
40	447.464738416241	472.327732907598	M2	VC	1	16
40	0	0	M2	VC	1	16
