Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M2	VC	1	11
2	0	0	M2	VC	1	11
3	0	0	M2	VC	1	11
4	0	0	M2	VC	1	11
5	0	0	M2	VC	1	11
6	0	0.0208188124467257	M2	VC	1	11
7	0	2.98151002426263	M2	VC	1	11
8	0	3.80255241989045	M2	VC	1	11
9	0	6.63104554691834	M2	VC	1	11
10	0	17.1926957486684	M2	VC	1	11
11	0	24.0023089798735	M2	VC	1	11
12	0	30.9106309079758	M2	VC	1	11
13	0.0223552780894224	45.0929443225256	M2	VC	1	11
14	0.223039583717169	60.2713595660224	M2	VC	1	11
14	0.223039583717169	55.5160742323902	M2	VC	1	11
15	2.51911090082036	66.7119706828963	M2	VC	1	11
16	5.74138236599529	80.9953978943526	M2	VC	1	11
17	10.1993919619912	95.3616973432826	M2	VC	1	11
18	16.4241831286954	109.287521081643	M2	VC	1	11
19	24.3588742556054	122.63427467959	M2	VC	1	11
20	34.1777544306765	136.789056557168	M2	VC	1	11
21	45.910865887261	154.064512771437	M2	VC	1	11
22	58.9654423146459	171.810472794047	M2	VC	1	11
22	58.9654423146459	145.334023895803	M2	VC	1	11
23	79.2271314524974	158.30146523587	M2	VC	1	11
24	92.5003352866594	172.354789357253	M2	VC	1	11
25	107.184530540095	188.106961550097	M2	VC	1	11
26	121.588464340822	203.309851903498	M2	VC	1	11
27	136.330007423477	218.519957228681	M2	VC	1	11
28	151.30936071739	233.830138569613	M2	VC	1	11
29	165.615590655503	248.107418366617	M2	VC	1	11
30	180.008713807233	262.179403894917	M2	VC	1	11
30	128.170000897681	156.73945502706	M2	VC	1	11
31	136.138145793296	164.6637682492	M2	VC	1	11
32	146.573841771307	174.759185854216	M2	VC	1	11
33	158.021625051733	185.742311931886	M2	VC	1	11
34	168.75901544608	196.050064406925	M2	VC	1	11
35	178.816982202517	205.774392463078	M2	VC	1	11
36	189.555470885437	216.084601560039	M2	VC	1	11
37	199.720169075544	226.000093416151	M2	VC	1	11
38	211.153464231976	237.060059554374	M2	VC	1	11
39	221.426045266752	247.044579488278	M2	VC	1	11
40	230.851233694875	256.22075381464	M2	VC	1	11
40	0	0	M2	VC	1	11
