Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M8	VC	1	21
2	0	0	M8	VC	1	21
3	0	0	M8	VC	1	21
4	0	3.90808822331808	M8	VC	1	21
5	0	23.2895002840667	M8	VC	1	21
6	0	34.1856735227686	M8	VC	1	21
7	0	75.6210502430116	M8	VC	1	21
8	1.34020629282164	106.296517636991	M8	VC	1	21
9	14.2919669693077	146.622314617422	M8	VC	1	21
10	31.8644427235753	187.176634532115	M8	VC	1	21
11	63.1323281577357	227.473198910658	M8	VC	1	21
12	108.280044287642	283.923855712059	M8	VC	1	21
13	154.332832495667	336.247800314669	M8	VC	1	21
14	199.637859226623	384.103468292107	M8	VC	1	21
15	249.43510337895	438.974860869244	M8	VC	1	21
16	298.73404240287	491.33855994876	M8	VC	1	21
17	345.666661986239	539.620308131268	M8	VC	1	21
18	390.903533686062	584.345674503027	M8	VC	1	21
19	436.879879997057	630.690533132425	M8	VC	1	21
20	486.886022460967	682.475527440381	M8	VC	1	21
21	534.689521567616	731.674212113437	M8	VC	1	21
22	581.502846655214	779.264647893457	M8	VC	1	21
23	626.815724693457	824.901784883501	M8	VC	1	21
24	669.167691545298	867.26346789329	M8	VC	1	21
25	710.113917377582	907.972425481909	M8	VC	1	21
26	747.563408928214	945.335306963971	M8	VC	1	21
27	788.485321835965	986.655419930602	M8	VC	1	21
28	827.913878086458	1026.1980339025	M8	VC	1	21
29	865.504912998199	1064.15635175597	M8	VC	1	21
30	901.789758735749	1100.30582810822	M8	VC	1	21
31	935.559204481743	1134.01433679176	M8	VC	1	21
32	968.354021813691	1166.60381607307	M8	VC	1	21
33	999.548940249632	1197.60829532621	M8	VC	1	21
34	1029.601327074	1227.42828414248	M8	VC	1	21
35	1058.60742756131	1256.04076855663	M8	VC	1	21
35	0	0	M8	VC	1	21
