Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M8	VC	0	11
2	0	0	M8	VC	0	11
3	0	0	M8	VC	0	11
4	0	0	M8	VC	0	11
5	0	0	M8	VC	0	11
6	0	0	M8	VC	0	11
7	0	0.440906970293895	M8	VC	0	11
8	0	3.60066044312207	M8	VC	0	11
9	0	4.59888190106347	M8	VC	0	11
10	0	9.12171922967838	M8	VC	0	11
11	0	19.4531493565335	M8	VC	0	11
12	0	26.3648518828231	M8	VC	0	11
13	0	34.6065661019118	M8	VC	0	11
14	0.0500613601875119	49.7196125380139	M8	VC	0	11
15	0.409841520557647	65.1533029420909	M8	VC	0	11
16	1.66760941095179	78.8956594048137	M8	VC	0	11
17	4.22734277149565	93.3327617822686	M8	VC	0	11
18	8.11257935663978	110.390699361397	M8	VC	0	11
19	13.5265944238397	127.462518967064	M8	VC	0	11
20	20.6153946408951	143.871888478382	M8	VC	0	11
21	29.163947677721	159.431241211573	M8	VC	0	11
22	39.8550290276506	175.953154707623	M8	VC	0	11
23	52.6823705325217	196.051759670454	M8	VC	0	11
24	66.9821191276439	216.480925225751	M8	VC	0	11
25	82.0483764246819	236.754385966634	M8	VC	0	11
26	97.6968696703767	256.6530492158	M8	VC	0	11
27	114.094933412041	276.490730693325	M8	VC	0	11
28	130.5907317467	295.585263816234	M8	VC	0	11
29	146.941880505977	314.039641929352	M8	VC	0	11
30	164.707436392771	334.518981587356	M8	VC	0	11
31	182.966235101829	355.041255030109	M8	VC	0	11
32	200.711424689174	374.996675536788	M8	VC	0	11
33	218.499854225608	394.371913321859	M8	VC	0	11
34	236.842899495243	413.801707608941	M8	VC	0	11
35	253.771386778755	431.877063234348	M8	VC	0	11
35	0	0	M8	VC	0	11
