Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M8	VC	0	16
2	0	0	M8	VC	0	16
3	0	0	M8	VC	0	16
4	0	0	M8	VC	0	16
5	0	0	M8	VC	0	16
6	0	4.09950997518364	M8	VC	0	16
7	0	5.44802311918836	M8	VC	0	16
8	0	22.6491929729962	M8	VC	0	16
9	0	32.3313585920862	M8	VC	0	16
10	0	50.139755369369	M8	VC	0	16
11	0.240840698157582	78.0626402735864	M8	VC	0	16
12	2.75379453336763	99.2324923968198	M8	VC	0	16
13	9.35442612608566	127.001581626691	M8	VC	0	16
14	19.4258890314779	155.791031607951	M8	VC	0	16
15	34.0328393192061	182.032155983412	M8	VC	0	16
16	54.8134998696247	212.279212426089	M8	VC	0	16
17	80.8365717742391	248.407772680743	M8	VC	0	16
18	109.892530333353	284.757667238297	M8	VC	0	16
19	140.356381799618	320.404487418926	M8	VC	0	16
20	170.976805786125	354.360704836325	M8	VC	0	16
21	204.802639360942	392.44398591902	M8	VC	0	16
22	238.760623592853	429.791248097422	M8	VC	0	16
23	273.458506290952	467.121523049384	M8	VC	0	16
24	307.366263675184	502.532452239848	M8	VC	0	16
25	341.494975173656	537.387607285015	M8	VC	0	16
26	374.700971963922	571.135576615415	M8	VC	0	16
27	409.730102154967	607.273593626569	M8	VC	0	16
28	444.540038921191	643.372960432956	M8	VC	0	16
29	480.535423887769	680.341602015346	M8	VC	0	16
30	515.181757541838	715.759235788334	M8	VC	0	16
31	549.774798220997	750.78176427977	M8	VC	0	16
32	583.480021807987	784.857836434446	M8	VC	0	16
33	615.738189813365	817.406738262175	M8	VC	0	16
34	648.093923645528	849.824077643209	M8	VC	0	16
35	679.52713303139	881.460801333329	M8	VC	0	16
35	0	0	M8	VC	0	16
