Edad	Dq	thinning	varname	zone	cal
1	7.92498771539618e-06	M8	Dq	0	7
2	0.00981828018342966	M8	Dq	0	7
3	0.122455529796507	M8	Dq	0	7
4	0.453860231723735	M8	Dq	0	7
5	1.01809760703311	M8	Dq	0	7
6	1.76536524051858	M8	Dq	0	7
7	2.63438271881331	M8	Dq	0	7
8	3.57338247766025	M8	Dq	0	7
9	4.54409390893353	M8	Dq	0	7
10	5.52001916473801	M8	Dq	0	7
11	6.48357609678912	M8	Dq	0	7
12	7.42354335357378	M8	Dq	0	7
13	8.33310514010667	M8	Dq	0	7
14	9.20844491176243	M8	Dq	0	7
15	10.0477620392774	M8	Dq	0	7
16	10.850593380377	M8	Dq	0	7
17	11.6173482492792	M8	Dq	0	7
18	12.3489907873433	M8	Dq	0	7
19	13.0468236281006	M8	Dq	0	7
20	13.7123410956445	M8	Dq	0	7
21	14.3471301716749	M8	Dq	0	7
22	14.9528043251791	M8	Dq	0	7
23	15.5309599768253	M8	Dq	0	7
24	16.0831485584472	M8	Dq	0	7
25	16.6108593054113	M8	Dq	0	7
26	17.1155094120678	M8	Dq	0	7
27	17.5984392078547	M8	Dq	0	7
28	18.0609107221452	M8	Dq	0	7
29	18.5041084995626	M8	Dq	0	7
30	18.9291418719186	M8	Dq	0	7
31	19.3370481341572	M8	Dq	0	7
32	19.7287962411795	M8	Dq	0	7
33	20.1052907617978	M8	Dq	0	7
34	20.4673759102589	M8	Dq	0	7
35	20.815839535181	M8	Dq	0	7
35	0	M8	Dq	0	7
