Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M8	VC	1	7
2	0	0	M8	VC	1	7
3	0	0	M8	VC	1	7
4	0	0	M8	VC	1	7
5	0	0	M8	VC	1	7
6	0	0	M8	VC	1	7
7	0	0	M8	VC	1	7
8	0	0.0474584623720605	M8	VC	1	7
9	0	1.75924822659116	M8	VC	1	7
10	0	2.53065682589287	M8	VC	1	7
11	0	3.21738357339251	M8	VC	1	7
12	0	4.49241605222991	M8	VC	1	7
13	0	8.1545613882351	M8	VC	1	7
14	0	13.0049834671004	M8	VC	1	7
15	0	17.3905124838619	M8	VC	1	7
16	0	21.4352619364088	M8	VC	1	7
17	0	26.4501599737106	M8	VC	1	7
18	0.0187562197983013	33.6277543240161	M8	VC	1	7
19	0.101214730511668	41.4301932766058	M8	VC	1	7
20	0.345287516632898	49.3815306653169	M8	VC	1	7
21	0.837738388896228	57.0724481348248	M8	VC	1	7
22	1.5982139970482	64.4092713264693	M8	VC	1	7
23	2.75495818916417	71.7254620048114	M8	VC	1	7
24	4.19459240973981	80.4259268993364	M8	VC	1	7
25	6.10900169516581	89.2526456146193	M8	VC	1	7
26	8.56621800452691	98.1797222888151	M8	VC	1	7
27	11.3382288686398	106.710847032141	M8	VC	1	7
28	14.5489875510579	115.154345402244	M8	VC	1	7
29	18.1580608275085	123.278276857198	M8	VC	1	7
30	22.4071367584982	131.28922386197	M8	VC	1	7
31	26.8658227753755	139.027485431982	M8	VC	1	7
32	31.4799662931845	146.685059604657	M8	VC	1	7
33	36.9994953808566	156.41549323088	M8	VC	1	7
34	42.6016590484619	165.794132371422	M8	VC	1	7
35	48.6729697932138	175.29575208559	M8	VC	1	7
35	0	0	M8	VC	1	7
