Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M8	VC	1	11
2	0	0	M8	VC	1	11
3	0	0	M8	VC	1	11
4	0	0	M8	VC	1	11
5	0	0	M8	VC	1	11
6	0	0.0208188124467257	M8	VC	1	11
7	0	2.98151002426263	M8	VC	1	11
8	0	3.80255241989045	M8	VC	1	11
9	0	6.63104554691834	M8	VC	1	11
10	0	17.1926957486684	M8	VC	1	11
11	0	24.0023089798735	M8	VC	1	11
12	0	30.9106309079758	M8	VC	1	11
13	0.0223552780894224	45.0929443225256	M8	VC	1	11
14	0.223039583717169	60.2713595660224	M8	VC	1	11
15	1.1690756057929	73.6718497967477	M8	VC	1	11
16	3.17217854732467	86.4956305547667	M8	VC	1	11
17	6.51829107224552	102.611289015102	M8	VC	1	11
18	11.1340661962721	119.046631990724	M8	VC	1	11
19	17.0441090723153	134.677082315478	M8	VC	1	11
20	24.4310161352169	149.602702342767	M8	VC	1	11
21	33.1770570782894	163.737741868758	M8	VC	1	11
22	43.9201429820863	180.78338935646	M8	VC	1	11
23	56.0607684553112	199.4618459632	M8	VC	1	11
24	69.081456896161	218.347966606464	M8	VC	1	11
25	83.0385930271444	237.276112744227	M8	VC	1	11
26	96.9489691111006	255.315443051178	M8	VC	1	11
27	111.439170814645	272.995380461777	M8	VC	1	11
28	126.109108432727	290.261773848448	M8	VC	1	11
29	140.003775493099	306.535993587936	M8	VC	1	11
30	155.015350030302	323.538897145254	M8	VC	1	11
31	170.785668663809	342.080011498764	M8	VC	1	11
32	186.429507836812	360.052243934121	M8	VC	1	11
33	201.015441181936	376.650352395717	M8	VC	1	11
34	216.663258810417	393.776140969797	M8	VC	1	11
35	231.943084077053	410.445261432531	M8	VC	1	11
35	0	0	M8	VC	1	11
