Edad	Dm	thinning	varname	zone	cal
1	0.00328521330805359	M8	Dm	0	16
2	0.26867694740388	M8	Dm	0	16
3	1.27798717832723	M8	Dm	0	16
4	2.87159927852685	M8	Dm	0	16
5	4.73101439182436	M8	Dm	0	16
6	6.64765873434531	M8	Dm	0	16
7	8.51282867783241	M8	Dm	0	16
8	10.276649902272	M8	Dm	0	16
9	11.9204141726117	M8	Dm	0	16
10	13.4411789293886	M8	Dm	0	16
11	14.8436123624529	M8	Dm	0	16
12	16.1357432846716	M8	Dm	0	16
13	17.3267706422558	M8	Dm	0	16
14	18.4259580352873	M8	Dm	0	16
15	19.4421014186054	M8	Dm	0	16
16	20.3832993966228	M8	Dm	0	16
17	21.256881697189	M8	Dm	0	16
18	22.0694181412633	M8	Dm	0	16
19	22.8267661825482	M8	Dm	0	16
20	23.5341344825606	M8	Dm	0	16
21	24.1961505999902	M8	Dm	0	16
22	24.8169267114401	M8	Dm	0	16
23	25.4001204894348	M8	Dm	0	16
24	25.9489900107515	M8	Dm	0	16
25	26.4664424981292	M8	Dm	0	16
26	26.9550771710169	M8	Dm	0	16
27	27.417222698951	M8	Dm	0	16
28	27.8549698293345	M8	Dm	0	16
29	28.2701997651207	M8	Dm	0	16
30	28.6646088342051	M8	Dm	0	16
31	29.0397299419828	M8	Dm	0	16
32	29.3969512429833	M8	Dm	0	16
33	29.7375324128174	M8	Dm	0	16
34	30.0626188508707	M8	Dm	0	16
35	30.3732540985152	M8	Dm	0	16
35	0	M8	Dm	0	16
