Edad	Dm	thinning	varname	zone	cal
1	0.0943947369139273	M8	Dm	1	21
2	1.61908697976984	M8	Dm	1	21
3	4.42470157746431	M8	Dm	1	21
4	7.45000436971809	M8	Dm	1	21
5	10.2680190564883	M8	Dm	1	21
6	12.7725893423884	M8	Dm	1	21
7	14.9665721222197	M8	Dm	1	21
8	16.8842768066906	M8	Dm	1	21
9	18.5652028290438	M8	Dm	1	21
10	20.045714035684	M8	Dm	1	21
11	21.3569502779404	M8	Dm	1	21
12	22.5248518081468	M8	Dm	1	21
13	23.5708182219656	M8	Dm	1	21
14	24.5124758615673	M8	Dm	1	21
15	25.3643785805532	M8	Dm	1	21
16	26.1385965462692	M8	Dm	1	21
17	26.8451939468206	M8	Dm	1	21
18	27.4926108016033	M8	Dm	1	21
19	28.0879665134293	M8	Dm	1	21
20	28.6373011502611	M8	Dm	1	21
21	29.1457677231266	M8	Dm	1	21
22	29.6177860430117	M8	Dm	1	21
23	30.0571664434766	M8	Dm	1	21
24	30.4672098052745	M8	Dm	1	21
25	30.850788869795	M8	Dm	1	21
26	31.2104147083328	M8	Dm	1	21
27	31.5482913541395	M8	Dm	1	21
28	31.8663609446398	M8	Dm	1	21
29	32.1663412147371	M8	Dm	1	21
30	32.4497567921386	M8	Dm	1	21
31	32.7179654441518	M8	Dm	1	21
32	32.9721801913169	M8	Dm	1	21
33	33.2134880206041	M8	Dm	1	21
34	33.4428657876953	M8	Dm	1	21
35	33.6611937850235	M8	Dm	1	21
35	0	M8	Dm	1	21
