Edad	Dq	thinning	varname	zone	cal
1	0.00102862063694314	M4	Dq	1	11
2	0.134540582809544	M4	Dq	1	11
3	0.756517135054094	M4	Dq	1	11
4	1.85418484923069	M4	Dq	1	11
5	3.22296249968606	M4	Dq	1	11
6	4.69717131396506	M4	Dq	1	11
7	6.17731724931563	M4	Dq	1	11
8	7.61032268711672	M4	Dq	1	11
9	8.97063251812206	M4	Dq	1	11
10	10.248085110491	M4	Dq	1	11
11	11.4408493002585	M4	Dq	1	11
12	12.5514364165828	M4	Dq	1	11
13	13.5844738761276	M4	Dq	1	11
14	14.5454724246432	M4	Dq	1	11
15	15.4401531620707	M4	Dq	1	11
15	18.1005130156184	M4	Dq	1	11
16	19.1864375063198	M4	Dq	1	11
17	20.2055268618294	M4	Dq	1	11
18	21.1628594871267	M4	Dq	1	11
19	22.0632301515465	M4	Dq	1	11
20	22.9111002654465	M4	Dq	1	11
21	23.7105829232099	M4	Dq	1	11
22	24.4654480115323	M4	Dq	1	11
23	25.1791383927444	M4	Dq	1	11
24	25.8547916840387	M4	Dq	1	11
25	26.4952643245347	M4	Dq	1	11
25	0	M4	Dq	1	11
