Edad	Dm	thinning	varname	zone	cal
1	0.0222219742995121	M4	Dm	0	21
2	0.774715167934628	M4	Dm	0	21
3	2.7218592132933	M4	Dm	0	21
4	5.22266873539111	M4	Dm	0	21
5	7.80376720549846	M4	Dm	0	21
6	10.257667111792	M4	Dm	0	21
7	12.5124658052556	M4	Dm	0	21
8	14.5550635964598	M4	Dm	0	21
9	16.3959739379333	M4	Dm	0	21
10	18.0539676299681	M4	Dm	0	21
11	19.5495165501143	M4	Dm	0	21
12	20.9021159342141	M4	Dm	0	21
13	22.1293194852708	M4	Dm	0	21
14	23.2465229475098	M4	Dm	0	21
15	24.267061023024	M4	Dm	0	21
15	27.3361172104503	M4	Dm	0	21
16	28.6024084324368	M4	Dm	0	21
17	29.7754914442091	M4	Dm	0	21
18	30.8647541834576	M4	Dm	0	21
19	31.8784991951851	M4	Dm	0	21
20	32.824060062928	M4	Dm	0	21
21	33.7079153448993	M4	Dm	0	21
22	34.5357940487288	M4	Dm	0	21
23	35.3127703531154	M4	Dm	0	21
24	36.0433471847728	M4	Dm	0	21
25	36.7315291939135	M4	Dm	0	21
25	0	M4	Dm	0	21
