Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M4	VC	0	26
2	0	0	M4	VC	0	26
3	0	0	M4	VC	0	26
4	0	4.68138913287515	M4	VC	0	26
5	0	31.2812736980745	M4	VC	0	26
6	0	50.3752297487336	M4	VC	0	26
7	0.426286305652266	110.706937509824	M4	VC	0	26
8	18.6924427168116	162.848704154429	M4	VC	0	26
9	45.7922179916284	214.15483461827	M4	VC	0	26
10	109.1847050463	290.090494854811	M4	VC	0	26
11	180.516376053312	369.357175917094	M4	VC	0	26
12	255.049412717046	448.177946154684	M4	VC	0	26
13	334.674209822357	532.421269834707	M4	VC	0	26
14	413.833354835745	612.409089438742	M4	VC	0	26
15	495.311954102226	694.81989220247	M4	VC	0	26
15	389.092617070472	484.244610992157	M4	VC	0	26
16	453.648003123084	549.251322351628	M4	VC	0	26
17	523.15184046246	617.473013418081	M4	VC	0	26
18	594.551529841785	687.751892729806	M4	VC	0	26
19	664.674466813626	756.793707761195	M4	VC	0	26
20	731.842606656226	822.921090521769	M4	VC	0	26
21	801.017432796622	891.37821160694	M4	VC	0	26
22	870.358932224965	960.133664179148	M4	VC	0	26
23	937.618082309636	1026.90353962953	M4	VC	0	26
24	1003.1300214441	1091.95590434192	M4	VC	0	26
25	1064.30500885741	1152.86072673355	M4	VC	0	26
25	0	0	M4	VC	0	26
