Edad	VCC20	VCC7	thinning	varname	zone	cal
1	0	0	M4	VC	0	11
2	0	0	M4	VC	0	11
3	0	0	M4	VC	0	11
4	0	0	M4	VC	0	11
5	0	0	M4	VC	0	11
6	0	0	M4	VC	0	11
7	0	0.440906970293895	M4	VC	0	11
8	0	3.60066044312207	M4	VC	0	11
9	0	4.59888190106347	M4	VC	0	11
10	0	9.12171922967838	M4	VC	0	11
11	0	19.4531493565335	M4	VC	0	11
12	0	26.3648518828231	M4	VC	0	11
13	0	34.6065661019118	M4	VC	0	11
14	0.0500613601875119	49.7196125380139	M4	VC	0	11
15	0.409841520557647	65.1533029420909	M4	VC	0	11
15	0.409841520557647	51.2834575912737	M4	VC	0	11
16	5.74577408055117	61.226021186228	M4	VC	0	11
17	10.8199388385812	73.2706362754138	M4	VC	0	11
18	18.1969545026137	85.3583355868171	M4	VC	0	11
19	27.7431722173815	97.9200377036295	M4	VC	0	11
20	39.7782683534648	113.594066655241	M4	VC	0	11
21	52.9499871795027	129.5097610721	M4	VC	0	11
22	67.1388983628653	145.417409186965	M4	VC	0	11
23	81.8573810114717	161.092888976224	M4	VC	0	11
24	96.8107862523701	176.95327690564	M4	VC	0	11
25	112.80371622652	193.836948781007	M4	VC	0	11
25	0	0	M4	VC	0	11
