Edad	Altura.dominante	thinning	varname	zone	cal
1	0.209128591870871	M4	Hdom	0	11
2	0.578047569474065	M4	Hdom	0	11
3	1.03827997815385	M4	Hdom	0	11
4	1.56135100634195	M4	Hdom	0	11
5	2.12876078690426	M4	Hdom	0	11
6	2.72693651884799	M4	Hdom	0	11
7	3.3453857676783	M4	Hdom	0	11
8	3.97579856081533	M4	Hdom	0	11
9	4.61152512749688	M4	Hdom	0	11
10	5.24723139756053	M4	Hdom	0	11
11	5.87865066605733	M4	Hdom	0	11
12	6.50239340287545	M4	Hdom	0	11
13	7.11579569888134	M4	Hdom	0	11
14	7.71679544681445	M4	Hdom	0	11
15	8.30382964662251	M4	Hdom	0	11
15	8.30382964662251	M4	Hdom	0	11
16	8.87574849774283	M4	Hdom	0	11
17	9.43174321710176	M4	Hdom	0	11
18	9.97128528423281	M4	Hdom	0	11
19	10.4940753025121	M4	Hdom	0	11
20	11	M4	Hdom	0	11
21	11.4890961386913	M4	Hdom	0	11
22	11.9615202913734	M4	Hdom	0	11
23	12.4175235995466	M4	Hdom	0	11
24	12.8574307545487	M4	Hdom	0	11
25	13.2816225533446	M4	Hdom	0	11
25	0	M4	Hdom	0	11
