Edad	Altura.dominante	thinning	varname	zone	cal
1	0.354966752415702	M4	Hdom	1	16
2	0.975587616647082	M4	Hdom	1	16
3	1.74001683915254	M4	Hdom	1	16
4	2.59587347683179	M4	Hdom	1	16
5	3.50906750892517	M4	Hdom	1	16
6	4.45506802938576	M4	Hdom	1	16
7	5.41557402954531	M4	Hdom	1	16
8	6.37678605556106	M4	Hdom	1	16
9	7.3283245492722	M4	Hdom	1	16
10	8.26247047989314	M4	Hdom	1	16
11	9.17359528345207	M4	Hdom	1	16
12	10.0577168839322	M4	Hdom	1	16
13	10.9121473496482	M4	Hdom	1	16
14	11.7352108879865	M4	Hdom	1	16
15	12.5260175321173	M4	Hdom	1	16
15	12.5260175321173	M4	Hdom	1	16
16	13.2842816309529	M4	Hdom	1	16
17	14.0101766351109	M4	Hdom	1	16
18	14.7042193439936	M4	Hdom	1	16
19	15.3671780469333	M4	Hdom	1	16
20	16	M4	Hdom	1	16
21	16.6037545035498	M4	Hdom	1	16
22	17.1795885255998	M4	Hdom	1	16
23	17.7286923794016	M4	Hdom	1	16
24	18.2522734296047	M4	Hdom	1	16
25	18.7515361857049	M4	Hdom	1	16
25	0	M4	Hdom	1	16
